"Scenario","Year","share_LFP","Ni_Co_ratio","Cobalt","Copper","Lithium","Nickel","ev_Cobalt","ev_Copper","ev_Lithium","ev_Nickel"
"NZE",2032,0.578735961544987,8.30483176357683,425.939205656248,36116.0321078584,907.125402657965,3838.95882771641,248.8284,3434.404,743.2458,2066.478
"NZE",2033,0.579961624628568,9.09417102244303,435.002210905559,36909.1049399523,1009.95003252404,4108.73135246856,255.0636,3819.206,836.7172,2319.592
"NZE",2034,0.580940962516699,9.84583932264519,444.06521615487,37702.1777720462,1112.77466239012,4378.50387722071,261.2988,4204.008,930.1886,2572.706
"NZE",2035,0.581741451795962,10.562470564489,453.12822140418,38495.2506041401,1215.5992922562,4648.27640197286,267.534,4588.81,1023.66,2825.82
"NZE",2036,0.595315476010521,10.9706772908367,449.959685797926,38675.0404279292,1281.68665271045,4717.8114380971,263.55,4714.876,1082.52,2891.322
"NZE",2037,0.607489498358446,11.3914149002566,446.791150191671,38854.8302517184,1347.77401316469,4787.34647422135,259.566,4840.942,1141.38,2956.824
"NZE",2038,0.618469487920598,11.825269385168,443.622614585417,39034.6200755075,1413.86137361894,4856.8815103456,255.582,4967.008,1200.24,3022.326
"NZE",2039,0.62842289947365,12.2728638542437,440.454078979162,39214.4098992966,1479.94873407319,4926.41654646985,251.598,5093.074,1259.1,3087.828
"NZE",2040,0.637487273720543,12.734861518331,437.285543372907,39394.1997230858,1546.03609452743,4995.9515825941,247.614,5219.14,1317.96,3153.33
"NZE",2041,0.640739916498213,12.6065417448214,446.522970906971,39521.6798154109,1588.41673179424,5054.2723133373,254.6232,5279.438,1353.758,3209.918
"NZE",2042,0.643824968900029,12.4850974114827,455.760398441034,39649.1599077359,1630.79736906105,5112.5930440805,261.6324,5339.736,1389.556,3266.506
"NZE",2043,0.646755058105502,12.3699903514571,464.997825975097,39776.640000061,1673.17800632786,5170.91377482371,268.6416,5400.034,1425.354,3323.094
"NZE",2044,0.649541573838293,12.2607371355352,474.23525350916,39904.120092386,1715.55864359467,5229.23450556691,275.6508,5460.332,1461.152,3379.682
"NZE",2045,0.652194816328555,12.1569022854313,483.472681043223,40031.6001847111,1757.93928086147,5287.55523631012,282.66,5520.63,1496.95,3436.27
"NZE",2046,0.654657950166491,12.0737632074066,487.466497304516,40291.0831860489,1773.0663054498,5316.35222016596,284.4616,5551.794,1506.86,3434.522
"NZE",2047,0.657088897639541,11.9916706024386,491.460313565809,40550.5661873868,1788.19333003812,5345.14920402181,286.2632,5582.958,1516.77,3432.774
"NZE",2048,0.659488285533036,11.9106048361341,495.454129827102,40810.0491887246,1803.32035462645,5373.94618787765,288.0648,5614.122,1526.68,3431.026
"NZE",2049,0.661856724462885,11.8305467622325,499.447946088395,41069.5321900625,1818.44737921477,5402.7431717335,289.8664,5645.286,1536.59,3429.278
"NZE",2050,0.664194809393645,11.7514777075305,503.441762349688,41329.0151914003,1833.57440380309,5431.54015558934,291.668,5676.45,1546.5,3427.53
"SPS",2025,0.553954468585675,5.39178886801834,236.318859345706,27520.643819093,246.747740487635,1547.29570454274,79.2805833333333,680.090833333333,145.203333333333,427.464166666667
"SPS",2026,0.554104248411984,5.79862848717167,251.911552973277,28292.007349764,288.495480975269,1690.05599856012,92.0540666666667,863.492666666667,181.380666666667,533.787333333333
"SPS",2027,0.55420421499582,6.10631937882742,267.504246600849,29063.370880435,330.243221462904,1832.8162925775,104.82755,1046.8945,217.558,640.1105
"SPS",2028,0.554275675305988,6.34716928507715,283.096940228421,29834.734411106,371.990961950539,1975.57658659488,117.601033333333,1230.29633333333,253.735333333333,746.433666666667
"SPS",2029,0.554329300980016,6.54082450417522,298.689633855993,30606.097941777,413.738702438173,2118.33688061226,130.374516666667,1413.69816666667,289.912666666667,852.756833333333
"SPS",2030,0.554371027890608,6.69991896498729,314.282327483565,31377.461472448,455.486442925808,2261.09717462964,143.148,1597.1,326.09,959.08
"SPS",2031,0.556210403999385,7.54232774275805,317.178076037967,31629.0611463358,503.307572791886,2390.10720136629,143.0622,1770.772,368.3912,1079.022
"SPS",2032,0.557670869679565,8.38574757792195,320.07382459237,31880.6608202235,551.128702657965,2519.11722810293,142.9764,1944.444,410.6924,1198.964
"SPS",2033,0.558858574548862,9.23018029177567,322.969573146772,32132.2604941112,598.949832524043,2648.12725483957,142.8906,2118.116,452.9936,1318.906
"SPS",2034,0.559843404923143,10.0756277099929,325.865321701175,32383.8601679989,646.770962390122,2777.13728157622,142.8048,2291.788,495.2948,1438.848
"SPS",2035,0.560673250860678,10.9220916626378,328.761070255577,32635.4598418866,694.5920922562,2906.14730831286,142.719,2465.46,537.596,1558.79
"SPS",2036,0.576328319953822,11.4314540949529,328.996445090374,32928.8227320431,741.260112710447,2999.34423586688,141.3374,2571.466,577.8102,1615.692
"SPS",2037,0.589946071169143,11.9508730613522,329.231819925171,33222.1856221996,787.928133164694,3092.5411634209,139.9558,2677.472,618.0244,1672.594
"SPS",2038,0.601899906075322,12.480649356085,329.467194759968,33515.5485123561,834.596153618941,3185.73809097492,138.5742,2783.478,658.2386,1729.496
"SPS",2039,0.612477230191699,13.0210958900116,329.702569594764,33808.9114025126,881.264174073188,3278.93501852894,137.1926,2889.484,698.4528,1786.398
"SPS",2040,0.621902861793097,13.5725383069118,329.937944429561,34102.2742926691,927.932194527435,3372.13194608296,135.811,2995.49,738.667,1843.3
"SPS",2041,0.625441763031324,13.4075870756404,337.168121876687,34457.0317748678,956.428411794243,3421.57174152898,140.6708,3045.088,762.9416,1886.056
"SPS",2042,0.628762413141088,13.2536524964509,344.398299323812,34811.7892570666,984.92462906105,3471.01153697499,145.5306,3094.686,787.2162,1928.812
"SPS",2043,0.631884398144225,13.1096665744622,351.628476770937,35166.5467392653,1013.42084632786,3520.451332421,150.3904,3144.284,811.4908,1971.568
"SPS",2044,0.634825028577869,12.9746950406505,358.858654218063,35521.304221464,1041.91706359467,3569.89112786702,155.2502,3193.882,835.7654,2014.324
"SPS",2045,0.637599660621846,12.8479170570233,366.088831665188,35876.0617036627,1070.41328086147,3619.33092331303,160.11,3243.48,860.04,2057.08
"SPS",2046,0.640359215961368,12.7634237147167,370.875263380716,36196.350447716,1090.2808854498,3666.33302875493,162.5556,3295.78,874.0902,2074.766
"SPS",2047,0.643031460095519,12.6814350441088,375.661695096244,36516.6391917692,1110.14849003812,3713.33513419684,165.0012,3348.08,888.1404,2092.452
"SPS",2048,0.645620472228508,12.6018413012372,380.448126811772,36836.9279358224,1130.01609462645,3760.33723963874,167.4468,3400.38,902.1906,2110.138
"SPS",2049,0.648130081352439,12.524539061194,385.2345585273,37157.2166798756,1149.88369921477,3807.33934508065,169.8924,3452.68,916.2408,2127.824
"SPS",2050,0.650563885142098,12.4494307697664,390.020990242828,37477.5054239289,1169.75130380309,3854.34145052255,172.338,3504.98,930.291,2145.51
"SPS_APS_1",2025,0.553991415437052,5.39464835358398,236.494264799116,27533.9937053051,247.221680584253,1549.97835841651,79.4608055555555,681.944939613527,145.622657004831,428.663103864734
"SPS_APS_1",2026,0.554162612065339,5.80195903525158,252.262363880099,28318.7071221882,289.443361168506,1695.42130630765,92.4145111111111,867.200879227053,182.219314009662,536.185207729469
"SPS_APS_1",2027,0.554276543913027,6.10912219982404,268.030462961082,29103.4205390714,331.665041752759,1840.86425419879,105.368216666667,1052.45681884058,218.815971014493,643.707311594203
"SPS_APS_1",2028,0.554357826437273,6.34902984459669,283.798562042065,29888.1339559545,373.886722337012,1986.30720208994,118.321922222222,1237.71275845411,255.412628019324,751.229415458937
"SPS_APS_1",2029,0.554418735166487,6.54159141236299,299.566661123047,30672.8473728376,416.108402921265,2131.75014998108,131.275627777778,1422.96869806763,292.009285024155,858.751519323671
"SPS_APS_1",2030,0.554466077154589,6.69956381865274,315.33476020403,31457.5607897208,458.330083505518,2277.19309787222,144.229333333333,1608.22463768116,328.605942028985,966.273623188406
"SPS_APS_1",2031,0.556320923392689,7.54571259133897,318.393450256112,31715.6109116456,507.207368733915,2409.04168077525,144.318686956522,1786.07831884058,371.886098550725,1088.98733333333
"SPS_APS_1",2032,0.557789042460516,8.39081424146482,321.452140308193,31973.6610335704,556.084653962313,2540.89026367827,144.40804057971,1963.932,415.166255072464,1211.70104347826
"SPS_APS_1",2033,0.558979962617232,9.23487071157454,324.510830360275,32231.7111554952,604.96193919071,2672.73884658129,144.497394202899,2141.78568115942,458.446411594203,1334.41475362319
"SPS_APS_1",2034,0.559965419423738,10.0778839394105,327.569520412357,32489.76127742,653.839224419107,2804.58742948431,144.586747826087,2319.63936231884,501.726568115942,1457.12846376812
"SPS_APS_1",2035,0.560794361740043,10.9198558579279,330.628210464438,32747.8113993448,702.716509647505,2936.43601238734,144.676101449275,2497.49304347826,545.006724637681,1579.84217391304
"SPS_APS_1",2036,0.576497791109856,11.4309208023959,331.001596321688,33048.6497028182,750.918501116244,3032.13720029472,143.457457971014,2608.46588405797,586.684657971014,1639.85084057971
"SPS_APS_1",2037,0.590118071382517,11.9507429340462,331.374982178937,33349.4880062916,799.120492584984,3127.8383882021,142.238814492754,2719.43872463768,628.362591304348,1699.85950724638
"SPS_APS_1",2038,0.602043931355772,12.4795492818696,331.748368036186,33650.3263097649,847.322484053724,3223.53957610948,141.020171014493,2830.41156521739,670.040524637681,1759.86817391304
"SPS_APS_1",2039,0.612573044648254,13.0175747908624,332.121753893435,33951.1646132383,895.524475522463,3319.24076401686,139.801527536232,2941.3844057971,711.718457971014,1819.87684057971
