"Scenario","Year","share_LFP","Ni_Co_ratio","Cobalt","Copper","Lithium","Nickel","ev_Cobalt","ev_Copper","ev_Lithium","ev_Nickel"
"SPS_APS_1",2040,0.621937215589198,13.5650626700769,332.495139750684,34252.0029167117,943.726466991203,3414.94195192424,138.582884057971,3052.35724637681,753.396391304348,1879.88550724638
"SPS_APS_1",2041,0.625480201823437,13.3993453437753,339.864345817376,34601.961649216,972.938901069605,3466.39459148006,143.586811594203,3103.66144927536,778.35804057971,1923.96927536232
"SPS_APS_1",2042,0.628803004783487,13.2447893791731,347.233551884068,34951.9203817203,1002.15133514801,3517.84723103588,148.590739130435,3154.96565217391,803.319689855072,1968.05304347826
"SPS_APS_1",2043,0.631925531247662,13.1003039054798,354.60275795076,35301.8791142245,1031.36376922641,3569.2998705917,153.594666666667,3206.26985507246,828.281339130435,2012.1368115942
"SPS_APS_1",2044,0.634865358500684,12.9649357237024,361.971964017452,35651.8378467288,1060.57620330481,3620.75251014751,158.598594202899,3257.57405797101,853.242988405797,2056.22057971015
"SPS_APS_1",2045,0.637638065395486,12.8378482525782,369.341170084144,36001.7965792331,1089.78863738321,3672.20514970333,163.60252173913,3308.87826086957,878.204637681159,2100.30434782609
"SPS_APS_1",2046,0.640391271083809,12.752395657265,374.206152662931,36322.553383994,1110.07209356574,3721.82673151459,166.132133333333,3362.45628985507,892.629550724638,2118.58269565217
"SPS_APS_1",2047,0.643056908154742,12.6695063210471,379.071135241718,36643.3101887549,1130.35554974827,3771.44831332584,168.661744927536,3416.03431884058,907.054463768116,2136.86104347826
"SPS_APS_1",2048,0.645639089027042,12.5890666158176,383.936117820505,36964.0669935158,1150.63900593079,3821.0698951371,171.191356521739,3469.61234782609,921.479376811594,2155.13939130435
"SPS_APS_1",2049,0.648141672583785,12.5109695317832,388.801100399292,37284.8237982767,1170.92246211332,3870.69147694835,173.720968115942,3523.19037681159,935.904289855072,2173.41773913043
"SPS_APS_1",2050,0.650568283414277,12.4351142025229,393.666082978079,37605.5806030376,1191.20591829585,3920.31305875961,176.250579710145,3576.7684057971,950.329202898551,2191.69608695652
"SPS_APS_2",2025,0.554217597719538,5.41223037182833,237.590548882934,27617.4304941309,250.183806188118,1566.74494512753,80.5871944444444,693.533103864734,148.243429951691,436.156461352657
"SPS_APS_2",2026,0.55451555368606,5.82220035214302,254.454932047735,28485.5806998398,295.367612376235,1728.9544797297,94.6672888888889,890.377207729468,187.460859903382,551.171922705314
"SPS_APS_2",2027,0.554710411404812,6.12600840257433,271.319315212536,29353.7309055487,340.551418564353,1891.16401433187,108.747383333333,1087.2213115942,226.678289855072,666.187384057971
"SPS_APS_2",2028,0.554847789304474,6.36016353624063,288.183698377336,30221.8811112576,385.735224752471,2053.37354893403,122.827477777778,1284.06541545894,265.895719806763,781.202845410628
"SPS_APS_2",2029,0.554949851727493,6.54615586425405,305.048081542137,31090.0313169665,430.919030940589,2215.5830835362,136.907572222222,1480.90951932367,305.113149758454,896.218306763285
"SPS_APS_2",2030,0.555028665411298,6.69745940473687,321.912464706938,31958.1815226754,476.102837128706,2377.79261813837,150.987666666667,1677.75362318841,344.330579710145,1011.23376811594
"SPS_APS_2",2031,0.556967217381427,7.56560146472196,325.989539119515,32256.546944832,531.581093371597,2527.38217708125,152.171730434783,1881.7428115942,393.729214492754,1151.27066666667
"SPS_APS_2",2032,0.558473560809773,8.42033763333987,330.066613532091,32554.9123669886,587.059349614487,2676.97173602414,153.355794202899,2085.732,443.127849275362,1291.30756521739
"SPS_APS_2",2033,0.559677742582725,9.26197605304244,334.143687944668,32853.2777891452,642.537605857377,2826.56129496702,154.539857971014,2289.7211884058,492.526484057971,1431.34446376812
"SPS_APS_2",2034,0.560662392418345,10.090815494303,338.220762357245,33151.6432113018,698.015862100267,2976.15085390991,155.72392173913,2493.71037681159,541.92511884058,1571.38136231884
"SPS_APS_2",2035,0.56148252879642,10.9071457092318,342.297836769822,33450.0086334584,753.494118343157,3125.7404128528,156.907985507246,2697.69956521739,591.323753623188,1711.41826086957
"SPS_APS_2",2036,0.577450860480994,11.4279146432543,343.533791517398,33797.5682701624,811.283428652476,3237.09322796868,156.707820289855,2839.71515942029,642.150020289855,1790.8435942029
"SPS_APS_2",2037,0.591076801236185,11.9500156504823,344.769746264974,34145.1279068663,869.072738961796,3348.44604308456,156.507655072464,2981.73075362319,692.976286956522,1870.26892753623
"SPS_APS_2",2038,0.602840538924087,12.4734538484196,346.005701012551,34492.6875435703,926.862049271115,3459.79885820044,156.307489855072,3123.74634782609,743.802553623188,1949.69426086957
"SPS_APS_2",2039,0.613099405775555,12.9982343808172,347.241655760127,34840.2471802742,984.651359580434,3571.15167331633,156.107324637681,3265.76194202899,794.628820289855,2029.1195942029
"SPS_APS_2",2040,0.622124806981514,13.5243624178418,348.477610507703,35187.8068169782,1042.44066988975,3682.50448843221,155.90715942029,3407.77753623188,845.455086956522,2108.54492753623
"SPS_APS_2",2041,0.62568974646487,13.3545645238432,356.715745446686,35507.773363892,1076.12945904062,3746.53740367431,161.811884057971,3469.74550724638,874.710794202899,2160.92724637681
"SPS_APS_2",2042,0.629023936632385,13.1967226289066,364.95388038567,35827.7399108059,1109.81824819149,3810.57031891642,167.716608695652,3531.71347826087,903.966501449275,2213.30956521739
"SPS_APS_2",2043,0.632149078857116,13.0496168907314,373.192015324653,36147.7064577198,1143.50703734235,3874.60323415852,173.621333333333,3593.68144927536,933.222208695652,2265.69188405797
"SPS_APS_2",2044,0.635084235951765,12.9121879525301,381.430150263637,36467.6730046337,1177.19582649322,3938.63614940062,179.526057971014,3655.64942028986,962.477915942029,2318.07420289855
"SPS_APS_2",2045,0.637846221350558,12.7835113911015,389.66828520262,36787.6395515476,1210.88461564408,4002.66906464273,185.430782608696,3717.61739130435,991.733623188406,2370.45652173913
"SPS_APS_2",2046,0.640564914209094,12.6929523309574,395.024210676776,37111.3217357315,1233.76714429038,4068.66237376243,188.485466666667,3779.18310144928,1008.50049275362,2392.43704347826
"SPS_APS_2",2047,0.643194685933061,12.6052817442355,400.380136150931,37435.0039199155,1256.64967293667,4134.65568288213,191.540150724638,3840.7488115942,1025.26736231884,2414.41756521739
"SPS_APS_2",2048,0.645739828883552,12.5203636040923,405.736061625087,37758.6861040995,1279.53220158297,4200.64899200183,194.594834782609,3902.31452173913,1042.03423188406,2436.39808695652
"SPS_APS_2",2049,0.648204363531281,12.4380702928932,411.091987099242,38082.3682882834,1302.41473022926,4266.64230112153,197.64951884058,3963.88023188406,1058.80110144928,2458.37860869565
"SPS_APS_2",2050,0.650592059648872,12.3582819622792,416.447912573398,38406.0504724674,1325.29725887556,4332.63561024123,200.704202898551,4025.44594202899,1075.56797101449,2480.35913043478
"SPS_APS_3",2025,0.554435921644698,5.42932766796928,238.686832966752,27700.8672829566,253.145931791982,1583.51153183856,81.7135833333333,705.121268115942,150.864202898551,443.64981884058
"SPS_APS_3",2026,0.55484929513442,5.84150070416611,256.647500215371,28652.4542774913,301.291863583965,1762.48765315175,96.9200666666666,913.553536231884,192.702405797101,566.158637681159
"SPS_APS_3",2027,0.555115190504835,6.14187680368066,274.608167463989,29604.041272026,349.437795375947,1941.46377446494,112.12655,1121.98580434783,234.540608695652,688.667456521739
"SPS_APS_3",2028,0.555300583434465,6.37050931818153,292.568834712608,30555.6282665607,397.58372716793,2120.43989577813,127.333033333333,1330.41807246377,276.378811594203,811.176275362319
"SPS_APS_3",2029,0.555437226569756,6.55035961982635,310.529501961226,31507.2152610953,445.729658959912,2299.41601709132,142.539516666667,1538.85034057971,318.217014492754,933.685094202899
"SPS_APS_3",2030,0.55554211400235,6.69553531020424,328.490169209845,32458.80225563,493.875590751895,2478.39213840451,157.746,1747.28260869565,360.055217391304,1056.19391304348
"SPS_APS_3",2031,0.557545570973297,7.58353828801182,333.585627982917,32797.4829780184,555.954818009278,2645.72267338726,160.024773913043,1977.40730434783,415.572330434783,1213.554
"SPS_APS_3",2032,0.559076819752472,8.4466057909313,338.681086755989,33136.1637004068,618.034045266661,2813.05320837001,162.303547826087,2207.532,471.089443478261,1370.91408695652
"SPS_APS_3",2033,0.560285206954941,9.28577357375854,343.776545529062,33474.8444227952,680.113272524043,2980.38374335276,164.58232173913,2437.65669565217,526.606556521739,1528.27417391304
"SPS_APS_3",2034,0.561263106470936,10.1020208112699,348.872004302134,33813.5251451836,742.192499781426,3147.71427833551,166.861095652174,2667.78139130435,582.123669565217,1685.63426086957
"SPS_APS_3",2035,0.562070721527545,10.8962739096559,353.967463075206,34152.205867572,804.271727038809,3315.04481331826,169.139869565217,2897.90608695652,637.640782608696,1842.99434782609
"SPS_APS_3",2036,0.578252378325881,11.4253772193886,356.065986713109,34546.4868375065,871.648356188708,3442.04925564264,169.958182608696,3070.96443478261,697.615382608696,1941.83634782609
"SPS_APS_3",2037,0.591871993872098,11.9494098999572,358.164510351012,34940.767807441,939.024985338607,3569.05369796702,170.776495652174,3244.0227826087,757.589982608696,2040.67834782609
"SPS_APS_3",2038,0.60349340398742,12.4684444948497,360.263033988915,35335.0487773756,1006.40161448851,3696.05814029141,171.594808695652,3417.08113043478,817.564582608696,2139.52034782609
"SPS_APS_3",2039,0.613526305151996,12.9825521703205,362.361557626818,35729.3297473101,1073.77824363841,3823.06258261579,172.41312173913,3590.13947826087,877.539182608696,2238.36234782609
"SPS_APS_3",2040,0.622275557488475,13.4918027479198,364.460081264721,36123.6107172446,1141.1548727883,3950.06702494018,173.231434782609,3763.19782608696,937.513782608696,2337.20434782609
"SPS_APS_3",2041,0.625857707415402,13.3188499945663,373.567145075996,36413.5850785681,1179.32001701163,4026.68021586857,180.036956521739,3835.82956521739,971.063547826087,2397.8852173913
"SPS_APS_3",2042,0.629200600530854,13.1584964502765,382.674208887271,36703.5594398916,1217.48516123496,4103.29340679696,186.84247826087,3908.46130434783,1004.61331304348,2458.56608695652
"SPS_APS_3",2043,0.63232743264102,13.0094137637452,391.781272698546,36993.5338012151,1255.65030545829,4179.90659772534,193.648,3981.09304347826,1038.16307826087,2519.24695652174
"SPS_APS_3",2044,0.635258494991014,12.8704539770794,400.888336509821,37283.5081625386,1293.81544968162,4256.51978865374,200.45352173913,4053.7247826087,1071.71284347826,2579.92782608696
"SPS_APS_3",2045,0.638011615098312,12.740619908965,409.995400321096,37573.4825238621,1331.98059390495,4333.13297958212,207.259043478261,4126.35652173913,1105.26260869565,2640.60869565217
"SPS_APS_3",2046,0.640702768106937,12.6461134824536,415.84226869062,37900.0900874691,1357.46219501502,4415.49801601027,210.8388,4195.90991304348,1124.37143478261,2666.29139130435
"SPS_APS_3",2047,0.643303976799819,12.5547626596562,421.689137060144,38226.6976510761,1382.94379612508,4497.86305243841,214.418556521739,4265.46330434783,1143.48026086957,2691.97408695652
"SPS_APS_3",2048,0.645819676270078,12.4664119857968,427.536005429668,38553.3052146831,1408.42539723514,4580.22808886656,217.998313043478,4335.01669565217,1162.58908695652,2717.6567826087
"SPS_APS_3",2049,0.648254014737437,12.3809160520438,433.382873799192,38879.9127782901,1433.90699834521,4662.5931252947,221.578069565217,4404.57008695652,1181.69791304348,2743.33947826087
"SPS_APS_3",2050,0.650610876373774,12.298138696914,439.229742168716,39206.5203418971,1459.38859945527,4744.95816172284,225.157826086957,4474.12347826087,1200.80673913043,2769.02217391304
"APS_NZE_1",2025,0.55590522149005,5.45571201763323,240.788595816392,27784.8510372534,258.695944702194,1608.14355144463,83.8177116858238,728.851944444444,156.015459770115,457.285296934866
"APS_NZE_1",2026,0.55708671970913,5.8680849645739,260.851025914651,28820.4217860848,312.391889404388,1811.7516923639,101.128323371647,961.014888888889,203.00491954023,593.429593869732
"APS_NZE_1",2027,0.557824064238139,6.15991599764537,280.91345601291,29855.9925349163,366.087834106582,2015.35983328317,118.438935057471,1193.17783333333,249.994379310345,729.573890804598
"APS_NZE_1",2028,0.558328080103947,6.37731917717967,300.975886111168,30891.5632837477,419.783778808776,2218.96797420244,135.749546743295,1425.34077777778,296.98383908046,865.718187739463
"APS_NZE_1",2029,0.558694390901779,6.54554715581512,321.038316209427,31927.1340325792,473.47972351097,2422.5761151217,153.060158429119,1657.50372222222,343.973298850575,1001.86248467433
"APS_NZE_1",2030,0.558972648573739,6.67958934998901,341.100746307686,32962.7047814106,527.175668213164,2626.18425604097,170.370770114943,1889.66666666667,390.96275862069,1138.0067816092
"APS_NZE_1",2031,0.561037570658771,7.57444494347437,347.193042117738,33375.0232965319,597.443618309128,2814.71080241149,173.685634482759,2151.44921839081,454.091556321839,1315.57227586207
"APS_NZE_1",2032,0.562598428866344,8.43578283570524,353.28533792779,33787.3418116532,667.711568405091,3003.237348782,177.000498850575,2413.23177011494,517.220354022989,1493.13777011494
"APS_NZE_1",2033,0.56381971527741,9.26545156523533,359.377633737842,34199.6603267745,737.979518501055,3191.76389515252,180.315363218391,2675.01432183908,580.349151724138,1670.70326436782
"APS_NZE_1",2034,0.564801371588181,10.0651661924941,365.469929547895,34611.9788418959,808.247468597018,3380.29044152303,183.630227586207,2936.79687356322,643.477949425287,1848.26875862069
"APS_NZE_1",2035,0.565607624018628,10.836520133793,371.562225357947,35024.2973570172,878.515418692982,3568.81698789355,186.945091954023,3198.57942528736,706.606747126437,2025.83425287356
"APS_NZE_1",2036,0.581359347785308,11.3508884794311,373.513393711845,35418.7348112482,950.835052940332,3697.52730510335,187.752262068966,3382.72112643678,771.311312643678,2131.15498850575
"APS_NZE_1",2037,0.594672820152476,11.860853091436,375.464562065742,35813.1722654793,1023.15468718768,3826.23762231315,188.559432183908,3566.86282758621,836.01587816092,2236.47572413793
"APS_NZE_1",2038,0.606073507146358,12.366470282201,377.41573041964,36207.6097197103,1095.47432143503,3954.94793952296,189.366602298851,3751.00452873563,900.720443678161,2341.79645977012
"APS_NZE_1",2039,0.615946003982514,12.8677954080739,379.366898773538,36602.0471739414,1167.79395568238,4083.65825673276,190.173772413793,3935.14622988506,965.425009195402,2447.1171954023
"APS_NZE_1",2040,0.624578276998222,13.3648828895607,381.318067127435,36996.4846281724,1240.11358992973,4212.36857394256,190.980942528736,4119.28793103448,1030.12957471264,2552.43793103448
"APS_NZE_1",2041,0.628102796835926,13.1982376055847,390.901546468914,37251.8546025504,1281.1403724839,4293.5597434325,198.288229885057,4196.16482758621,1066.21805057471,2617.05517241379
"APS_NZE_1",2042,0.631396537764066,13.0434381535892,400.485025810393,37507.2245769284,1322.16715503806,4374.75091292243,205.595517241379,4273.04172413793,1102.30652643678,2681.6724137931
"APS_NZE_1",2043,0.634481447680578,12.8992648094128,410.068505151872,37762.5945513064,1363.19393759223,4455.94208241237,212.902804597701,4349.91862068966,1138.39500229885,2746.28965517241
"APS_NZE_1",2044,0.637376776902037,12.7646597465597,419.651984493351,38017.9645256844,1404.22072014639,4537.1332519023,220.210091954023,4426.79551724138,1174.48347816092,2810.90689655172
"APS_NZE_1",2045,0.640099480252933,12.6387010374653,429.23546383483,38273.3345000624,1445.24750270055,4618.32442139224,227.517379310345,4503.6724137931,1210.57195402299,2875.52413793103
"APS_NZE_1",2046,0.642728106503251,12.5448804817694,435.130045315662,38593.7800740907,1470.91911970267,4703.22616214138,231.171581609195,4573.05496551724,1229.86710344828,2900.01986206897
"APS_NZE_1",2047,0.645275526751439,12.4539798719552,441.024626796493,38914.225648119,1496.59073670479,4788.12790289053,234.825783908046,4642.43751724138,1249.16225287356,2924.5155862069
"APS_NZE_1",2048,0.647745446794657,12.3658649820047,446.919208277324,39234.6712221473,1522.26235370691,4873.02964363967,238.479986206897,4711.82006896552,1268.45740229885,2949.01131034483
"APS_NZE_1",2049,0.650141350325558,12.2804096886639,452.813789758155,39555.1167961756,1547.93397070902,4957.93138438882,242.134188505747,4781.20262068966,1287.75255172414,2973.50703448276
"APS_NZE_1",2050,0.652466515326264,12.1974953691125,458.708371238986,39875.5623702039,1573.60558771114,5042.83312513797,245.788390804598,4850.58517241379,1307.04770114943,2998.00275862069
"APS_NZE_2",2025,0.559005262249627,5.49424964224506,244.398576814766,27869.6552397566,268.127788571926,1644.57372039329,87.3884492337165,770.796388888889,164.962442528736,480.133955938697
"APS_NZE_2",2026,0.561621097067465,5.90309505443146,268.070987911398,28990.0301910913,331.255577143852,1884.61203026121,108.269798467433,1044.90377777778,220.898885057471,639.126911877395
"APS_NZE_2",2027,0.563179837798155,6.1797350005972,291.74339900803,30110.405142426,394.383365715777,2124.65034012913,129.151147701149,1319.01116666667,276.835327586207,798.119867816092
"APS_NZE_2",2028,0.564214553241066,6.37937009186952,315.415810104662,31230.7800937607,457.511154287703,2364.68864999705,150.032496934866,1593.11855555556,332.771770114942,957.112823754789
"APS_NZE_2",2029,0.564951470494882,6.53022446521159,339.088221201294,32351.1550450954,520.638942859629,2604.72695986498,170.913846168582,1867.22594444444,388.708212643678,1116.10577969349
"APS_NZE_2",2030,0.56550297888732,6.64823085352899,362.760632297926,33471.5299964301,583.766731431555,2844.7652697329,191.795195402299,2141.33333333333,444.644655172414,1275.09873563218
"APS_NZE_2",2031,0.567607555953461,7.53446073478103,369.817444159686,34007.470043036,664.605032102231,3059.67038051303,196.058220689655,2443.05726436782,517.624947126437,1477.19296551724
"APS_NZE_2",2032,0.569192013526703,8.38297099846819,376.874256021445,34543.4100896419,745.443332772907,3274.57549129317,200.321245977011,2744.7811954023,590.60523908046,1679.2871954023
"APS_NZE_2",2033,0.570427957846186,9.19611959247932,383.931067883205,35079.3501362478,826.281633443584,3489.48060207331,204.584271264368,3046.50512643678,663.585531034483,1881.38142528736
"APS_NZE_2",2034,0.571418982908057,9.9760719414264,390.987879744964,35615.2901828538,907.11993411426,3704.38571285344,208.847296551724,3348.22905747126,736.565822988506,2083.47565517241
"APS_NZE_2",2035,0.572231326862047,10.7248202026709,398.044691606724,36151.2302294597,987.958234784936,3919.29082363358,213.11032183908,3649.95298850575,809.546114942529,2285.56988505747
"APS_NZE_2",2036,0.58698221538609,11.1976878465795,398.333618415118,36475.9768945862,1058.25440351504,4028.78838724418,212.361917241379,3815.23894252874,872.353094252874,2377.96245977011
"APS_NZE_2",2037,0.59975171318029,11.6739002326492,398.622545223511,36800.7235597127,1128.55057224515,4138.28595085478,211.613512643678,3980.52489655172,935.160073563218,2470.35503448276
"APS_NZE_2",2038,0.610913916261794,12.1534929744594,398.911472031905,37125.4702248393,1198.84674097526,4247.78351446537,210.865108045977,4145.81085057471,997.967052873563,2562.7476091954
"APS_NZE_2",2039,0.620754321794099,12.6365021929904,399.200398840299,37450.2168899658,1269.14290970537,4357.28107807597,210.116703448276,4311.0968045977,1060.77403218391,2655.14018390805
"APS_NZE_2",2040,0.62949459099382,13.1229645256926,399.489325648692,37774.9635550923,1339.43907843548,4466.77864168657,209.368298850575,4476.38275862069,1123.58101149425,2747.53275862069
"APS_NZE_2",2041,0.632892840889871,12.9723825406971,408.960450507244,37988.8108404921,1380.90542420804,4540.54434405094,216.578804597701,4547.87689655172,1159.57517701149,2809.54310344828
"APS_NZE_2",2042,0.636086473345718,12.8315040778811,418.431575365796,38202.6581258919,1422.37176998059,4614.31004641531,223.789310344828,4619.37103448276,1195.56934252874,2871.55344827586
"APS_NZE_2",2043,0.639093429053731,12.6994204702556,427.902700224348,38416.5054112916,1463.83811575315,4688.07574877969,230.999816091954,4690.86517241379,1231.56350804598,2933.56379310345
"APS_NZE_2",2044,0.64192961089683,12.5753330703892,437.3738250829,38630.3526966914,1505.3044615257,4761.84145114406,238.21032183908,4762.35931034483,1267.55767356322,2995.57413793103
"APS_NZE_2",2045,0.64460916529231,12.4585370884409,446.844949941451,38844.1999820912,1546.77080729826,4835.60715350843,245.420827586207,4833.85344827586,1303.55183908046,3057.58448275862
"APS_NZE_2",2046,0.64715041323339,12.369766097711,452.122399857497,39144.8525130382,1569.01885533486,4902.29306409741,248.473535632184,4890.82737931034,1319.79986206897,3073.55951724138
"APS_NZE_2",2047,0.649629851630922,12.2831498874421,457.399849773543,39445.5050439851,1591.26690337146,4968.9789746864,251.526243678161,4947.80131034483,1336.04788505747,3089.53455172414
"APS_NZE_2",2048,0.652049708435636,12.1986109424004,462.677299689589,39746.1575749321,1613.51495140806,5035.66488527538,254.578951724138,5004.77524137931,1352.29590804598,3105.5095862069
"APS_NZE_2",2049,0.654412105792977,12.1160754213009,467.954749605635,40046.8101058791,1635.76299944466,5102.35079586436,257.631659770115,5061.74917241379,1368.54393103448,3121.48462068966
"APS_NZE_2",2050,0.656719066250271,12.0354729416911,473.232199521681,40347.4626368261,1658.01104748126,5169.03670645335,260.684367816092,5118.72310344828,1384.79195402299,3137.45965517241
"APS_NZE_3",2025,0.561786332244035,5.52976156383387,248.008557813139,27954.4594422599,277.559632441658,1681.00388934194,90.9591867816092,812.740833333333,173.909425287356,502.982614942529
"APS_NZE_3",2026,0.565475906407772,5.93377240144511,275.290949908145,29159.6385960978,350.119264883315,1957.47236815852,115.411273563218,1128.79266666667,238.792850574713,684.824229885057
"APS_NZE_3",2027,0.567588852901695,6.19651810660673,302.57334200315,30364.8177499358,422.678897324973,2233.9408469751,139.863360344828,1444.8445,303.676275862069,866.665844827586
"APS_NZE_3",2028,0.568957848249863,6.38106445928552,329.855734098156,31569.9969037737,495.238529766631,2510.40932579167,164.315447126437,1760.89633333333,368.559701149425,1048.50745977012
"APS_NZE_3",2029,0.569916985409153,6.51780022359132,357.138126193161,32775.1760576117,567.798162208288,2786.87780460825,188.767533908046,2076.94816666667,433.443126436782,1230.34907471264
"APS_NZE_3",2030,0.570626358216133,6.62317419516771,384.420518288167,33980.3552114496,640.357794649946,3063.34628342483,213.219620689655,2393,498.326551724138,1412.19068965517
"APS_NZE_3",2031,0.57274105340632,7.50266722197548,392.441846201634,34639.9167895401,731.766445895335,3304.62995861459,218.430806896552,2734.66531034483,581.158337931034,1638.81365517241
"APS_NZE_3",2032,0.574328138400155,8.3411732957807,400.463174115101,35299.4783676306,823.175097140724,3545.91363380434,223.641993103448,3076.33062068966,663.990124137931,1865.43662068966
"APS_NZE_3",2033,0.575563168685684,9.14149234243271,408.484502028567,35959.0399457211,914.583748386112,3787.1973089941,228.853179310345,3417.99593103448,746.821910344828,2092.0595862069
"APS_NZE_3",2034,0.576551590621258,9.90617493867661,416.505829942034,36618.6015238117,1005.9923996315,4028.48098418386,234.064365517241,3759.66124137931,829.653696551724,2318.68255172414
"APS_NZE_3",2035,0.577360562568868,10.6375494650447,424.527157855501,37278.1631019022,1097.40105087689,4269.76465937362,239.275551724138,4101.32655172414,912.485482758621,2545.30551724138
"APS_NZE_3",2036,0.591437736467541,11.076307188658,423.153843118391,37533.2189779242,1165.67375408976,4360.04946938501,236.971572413793,4247.75675862069,973.394875862069,2624.76993103448
"APS_NZE_3",2037,0.603856922200629,11.5236804071003,421.78052838128,37788.2748539462,1233.94645730263,4450.3342793964,234.667593103448,4394.18696551724,1034.30426896552,2704.23434482759
"APS_NZE_3",2038,0.614894742649408,11.97992539873,420.40721364417,38043.3307299682,1302.21916051549,4540.61908940779,232.363613793103,4540.61717241379,1095.21366206897,2783.69875862069
"APS_NZE_3",2039,0.624769526098428,12.445308708114,419.03389890706,38298.3866059903,1370.49186372836,4630.90389941918,230.059634482759,4687.04737931034,1156.12305517241,2863.16317241379
"APS_NZE_3",2040,0.633655893720475,12.9201076652928,417.66058416995,38553.4424820123,1438.76456694123,4721.18870943057,227.755655172414,4833.4775862069,1217.03244827586,2942.6275862069
"APS_NZE_3",2041,0.636969063858429,12.7817046364142,427.019354545574,38725.7670784338,1480.67047593217,4787.52894466938,234.869379310345,4899.58896551724,1252.93230344828,3002.03103448276
"APS_NZE_3",2042,0.640097660190836,12.6514390431934,436.378124921199,38898.0916748554,1522.57638492312,4853.86917990819,241.983103448276,4965.70034482759,1288.83215862069,3061.43448275862
"APS_NZE_3",2043,0.643056688408247,12.5286137173081,445.736895296823,39070.4162712769,1564.48229391407,4920.209415147,249.096827586207,5031.81172413793,1324.7320137931,3120.83793103448
"APS_NZE_3",2044,0.645859570519017,12.4126089183654,455.095665672448,39242.7408676984,1606.38820290501,4986.54965038581,256.210551724138,5097.92310344828,1360.63186896552,3180.24137931035
"APS_NZE_3",2045,0.648518348403433,12.3028718752963,464.454436048072,39415.06546412,1648.29411189596,5052.88988562463,263.324275862069,5164.03448275862,1396.53172413793,3239.64482758621
"APS_NZE_3",2046,0.651008484961981,12.2174515664582,469.114754399333,39695.9249519857,1667.11859096704,5101.35996605345,265.775489655172,5208.59979310345,1409.73262068966,3247.09917241379
"APS_NZE_3",2047,0.653452418328728,12.1335924999316,473.775072750594,39976.7844398513,1685.94307003812,5149.83004648227,268.226703448276,5253.16510344828,1422.93351724138,3254.55351724138
"APS_NZE_3",2048,0.65585142259797,12.0512522606713,478.435391101855,40257.643927717,1704.76754910921,5198.30012691109,270.677917241379,5297.7304137931,1436.1344137931,3262.00786206897
"APS_NZE_3",2049,0.658206725444968,11.9703899562576,483.095709453116,40538.5034155827,1723.59202818029,5246.77020733991,273.129131034483,5342.29572413793,1449.33531034483,3269.46220689655
"APS_NZE_3",2050,0.660519510220844,11.8909661491799,487.756027804377,40819.3629034483,1742.41650725137,5295.24028776873,275.580344827586,5386.86103448276,1462.53620689655,3276.91655172414
"APS_NZE_4",2025,0.564295252243195,5.56259065767868,251.618538811513,28039.2636447631,286.991476311389,1717.4340582906,94.5299243295019,854.685277777778,182.856408045977,525.83127394636
"APS_NZE_4",2026,0.568793268391325,5.96087444701347,282.510911904892,29329.2470011043,368.982952622779,2030.33270605583,122.552748659004,1212.68155555556,256.686816091954,730.52154789272
"APS_NZE_4",2027,0.57128176525658,6.21091325291168,313.40328499827,30619.2303574455,450.974428934168,2343.23135382106,150.575572988506,1570.67783333333,330.517224137931,935.21182183908
"APS_NZE_4",2028,0.572861505772796,6.38248782129752,344.295658091649,31909.2137137867,532.965905245558,2656.13000158629,178.598397318008,1928.67411111111,404.347632183908,1139.90209578544
"APS_NZE_4",2029,0.57395342427668,6.50752308504709,375.188031185028,33199.1970701279,614.957381556947,2969.02864935153,206.62122164751,2286.67038888889,478.178040229885,1344.5923697318
"APS_NZE_4",2030,0.574753257436775,6.60269318672568,406.080404278407,34489.1804264691,696.948857868337,3281.92729711676,234.644045977012,2644.66666666667,552.008448275862,1549.28264367816
"APS_NZE_4",2031,0.576862754103212,7.47678145903088,415.066248243581,35272.3635360442,798.927859688438,3549.58953671614,240.803393103448,3026.27335632184,644.691728735632,1800.43434482759
"APS_NZE_4",2032,0.578441950532386,8.30726952603172,424.052092208756,36055.5466456193,900.90686150854,3817.25177631552,246.962740229885,3407.88004597701,737.375009195402,2051.58604597701
"APS_NZE_4",2033,0.579668484727184,9.09734022493602,433.03793617393,36838.7297551945,1002.88586332864,4084.9140159149,253.122087356322,3789.48673563218,830.058289655173,2302.73774712644
"APS_NZE_4",2034,0.580648624446103,9.84987395403232,442.023780139104,37621.9128647696,1104.86486514874,4352.57625551427,259.281434482759,4171.09342528736,922.741570114942,2553.88944827586
"APS_NZE_4",2035,0.581449838931102,10.5674837619907,451.009624104278,38405.0959743447,1206.84386696884,4620.23849511365,265.440781609195,4552.70011494253,1015.42485057471,2805.04114942529
"APS_NZE_4",2036,0.595055248560866,10.9777656019008,447.974067821664,38590.4610612622,1273.09310466447,4691.31055152584,261.581227586207,4680.27457471264,1074.43665747126,2871.57740229885
"APS_NZE_4",2037,0.607243955391939,11.4003359304265,444.93851153905,38775.8261481797,1339.3423423601,4762.38260793802,257.721673563218,4807.84903448276,1133.44846436782,2938.11365517241
"APS_NZE_4",2038,0.618226286411312,11.8357552260562,441.902955256435,38961.1912350972,1405.59158005572,4833.45466435021,253.86211954023,4935.42349425287,1192.46027126437,3004.64990804598
