panel,cat,water_impact_B,cost_B
c,"+5% Cost
Increase",4282.341489944728,6469.472885475647
c,+25%,3845.772565315357,7701.753435090039
c,"Cost
Optimal",3564.6150642375524,2442.73572171128
c,"+5% Cost
Increase",2032.470469541781,2564.8725077968447
c,+25%,814.5888453362543,3053.419652139119
c,"Cost
Optimal",3943.3604374060874,3018.7197340951784
c,"+5% Cost
Increase",2621.794817911865,3169.6557207999545
c,+25%,1149.9443827565028,3773.3996676190086
c,"Cost
Optimal",9000.943679873848,8125.88440160607
c,"+5% Cost
Increase",6443.79283490003,8532.178621686397
c,+25%,6084.788601294852,10157.35550200759
c,"Cost
Optimal",4429.486055497829,3862.673206882337
c,"+5% Cost
Increase",2923.9488388827513,4055.806867226449
c,+25%,1524.57380117531,4828.341508602966
c,"Cost
Optimal",5429.065417939062,2924.9722937866886
c,"+5% Cost
Increase",2722.76912036593,3071.220908476025
c,+25%,1256.1782702010412,3656.215367233376
c,"Cost
Optimal",3368.188999543805,2687.6398111800277
c,"+5% Cost
Increase",2543.0649861897505,2822.021801739043
c,+25%,1308.5879070136127,3359.5497639750265
c,"Cost
Optimal",3724.543182182449,4364.601129541493
c,"+5% Cost
Increase",2558.282237679239,4582.83118601859
c,+25%,1395.398322985311,5455.75141192688
c,"Cost
Optimal",3875.5107670067496,3370.4633992322706
c,"+5% Cost
Increase",2351.9964444740913,3538.986569193878
c,+25%,1038.2159559163351,4213.079249040332
c,"Cost
Optimal",7712.490267995162,3987.784541635934
c,"+5% Cost
Increase",5625.3821653897785,4187.173768717707
c,+25%,5213.516766734401,4984.730677044915
c,"Cost
Optimal",5077.925289724533,5977.790314017953
c,"+5% Cost
Increase",3433.712116073593,6276.679829718879
c,+25%,2261.60411478997,7472.237892522462
c,"Cost
Optimal",4694.94486732398,3947.160706595795
c,"+5% Cost
Increase",2774.415952413539,4144.518741925588
c,+25%,1604.4605353687452,4933.95088324476
c,"Cost
Optimal",5785.799084747112,7490.685662317649
c,"+5% Cost
Increase",4063.0050800039185,7865.21994543354
c,+25%,2902.2993599224224,9363.35707789708
c,"Cost
Optimal",5534.398978345948,4231.046846337497
c,"+5% Cost
Increase",3673.474028707166,4442.599188654347
c,+25%,2691.86554612756,5288.808557921886
c,"Cost
Optimal",5800.063869042322,7075.382343112875
c,"+5% Cost
Increase",3773.041887048852,7429.151460268496
c,+25%,2398.178663901094,8844.227928891069
c,"Cost
Optimal",7833.234683416548,5900.357209354832
c,"+5% Cost
Increase",5662.95391824815,6195.375069822662
c,+25%,4403.940903879276,7375.446511693673
c,"Cost
Optimal",9038.212810727904,5862.0189488409
c,"+5% Cost
Increase",6678.861492531828,6155.119896282934
c,+25%,4733.098531821596,7327.523686051109
c,"Cost
Optimal",4674.605623938887,2516.002158721146
c,"+5% Cost
Increase",2499.0704618829664,2641.8022666571947
c,+25%,1699.9024122361843,3145.002698401423
c,"Cost
Optimal",4270.521875412821,6771.274201159089
c,"+5% Cost
Increase",2914.0052805442233,7109.837911217048
c,+25%,2059.02062320248,8464.092751448907
c,"Cost
Optimal",7684.917196481231,6747.718182274818
c,"+5% Cost
Increase",6796.547230223558,7085.10409138854
c,+25%,5859.143471180017,8434.647727843481
c,"Cost
Optimal",4168.385097842318,7457.456387074108
c,"+5% Cost
Increase",3280.38218475742,7830.3292064278285
c,+25%,2790.1094551205997,9321.82048384268
c,"Cost
Optimal",6196.524172529161,3244.339287495118
c,"+5% Cost
Increase",3614.572520214372,3406.55625186987
c,+25%,2207.9796981247755,4055.4241093689216
c,"Cost
Optimal",6012.24281416967,3606.254488151998
c,"+5% Cost
Increase",3519.8758425288866,3786.567212559582
c,+25%,1712.741742475979,4507.818110189962
c,"Cost
Optimal",6193.352267536447,5171.541278191477
c,"+5% Cost
Increase",4365.469817967462,5430.11834210102
c,+25%,3487.617266220182,6464.426597739316
c,"Cost
Optimal",4685.193785944204,4767.301186909521
c,"+5% Cost
Increase",3432.741515212111,5005.666246254945
c,+25%,2615.482006717691,5959.126483636801
c,"Cost
Optimal",4180.320373735627,2108.7950314099776
c,"+5% Cost
Increase",2443.618636834521,2214.234782980463
c,+25%,1032.2220655335827,2635.993789262464
c,"Cost
Optimal",5845.953515970037,4655.673228104613
c,"+5% Cost
Increase",4633.495720008156,4888.456889509823
c,+25%,2906.2414704332605,5819.591535130728
c,"Cost
Optimal",7341.742428034446,6087.939106119404
c,"+5% Cost
Increase",5672.10601566483,6392.336061425334
c,+25%,4964.081498916835,7609.923882649204
c,"Cost
Optimal",5667.354947078253,5090.035441855941
c,"+5% Cost
Increase",3920.9432941383016,5344.537213948731
c,+25%,2113.830465088569,6362.544302319906
c,"Cost
Optimal",7002.789709164912,4917.389427152184
c,"+5% Cost
Increase",5207.739829166145,5163.258898509756
c,+25%,4459.310901188793,6146.736783940178
c,"Cost
Optimal",4134.059277535406,5735.133745553114
c,"+5% Cost
Increase",2718.3453933190463,6021.890432830754
c,+25%,1782.2592732732355,7168.917181941428
c,"Cost
Optimal",3976.7470121972465,3402.798756576505
c,"+5% Cost
Increase",2340.158526065935,3572.938694405344
c,+25%,953.6271805311876,4253.4984457206665
c,"Cost
Optimal",4259.926010926956,4047.909712844779
c,"+5% Cost
Increase",3023.479718805852,4250.305198487031
c,+25%,1699.966178097516,5059.887141055987
c,"Cost
Optimal",5042.606916186228,3240.1508607749893
c,"+5% Cost
Increase",2790.2239521547003,3402.158403813781
c,+25%,1908.3129188625787,4050.1885759687702
c,"Cost
Optimal",3751.670098589658,3850.7495728314448
c,"+5% Cost
Increase",2775.6558869398673,4043.28705147304
c,+25%,1383.0155894846837,4813.436966039324
c,"Cost
Optimal",5048.800401497577,4421.461496034795
c,"+5% Cost
Increase",4083.543646026658,4642.534570836548
c,+25%,3083.058348320171,5526.826870043515
c,"Cost
Optimal",4426.047523128994,4915.638979505975
c,"+5% Cost
Increase",2954.3454547972588,5161.420928481253
c,+25%,1584.7748220963315,6144.548724382447
c,"Cost
Optimal",5973.105705291197,3638.1110459268416
c,"+5% Cost
Increase",4877.837753188499,3820.016598223192
c,+25%,4587.012515043981,4547.638807408551
c,"Cost
Optimal",5042.6390990233795,4774.015374308713
c,"+5% Cost
Increase",3222.537876439918,5012.716143024156
c,+25%,1928.4219546257873,5967.519217885852
c,"Cost
Optimal",5040.571583769077,3725.538557662946
c,"+5% Cost
Increase",3136.7574489476815,3911.8154855460784
c,+25%,1784.3273386911906,4656.9231970786195
c,"Cost
Optimal",7086.179382821816,5970.07697019999
c,"+5% Cost
Increase",4780.616899627144,6268.580818709968
c,+25%,3097.8829530237153,7462.5962127500225
c,"Cost
Optimal",5114.534690569749,3015.455493524219
c,"+5% Cost
Increase",4141.241543764956,3166.2282682004397
c,+25%,2548.996778750967,3769.319366905279
c,"Cost
Optimal",6159.272545721204,4557.400587692211
c,"+5% Cost
Increase",4138.031543520286,4785.270617076773
c,+25%,2679.5320591984732,5696.75073461518
c,"Cost
Optimal",6698.102745550318,4778.14384681863
c,"+5% Cost
Increase",4897.924216792374,5017.051039159546
c,+25%,3453.031532140372,5972.679808523257
c,"Cost
Optimal",6638.528420484611,8257.452213806071
c,"+5% Cost
Increase",5575.049723944341,8670.324824496387
c,+25%,4725.979986737966,10321.815267257558
c,"Cost
Optimal",3889.356093708533,2970.205281202057
c,"+5% Cost
Increase",1731.5322523441455,3118.715545262169
c,+25%,691.6542583028711,3712.75660150256
c,"Cost
Optimal",5153.339405434575,4311.465110860804
c,"+5% Cost
Increase",3380.575215614322,4527.038366403827
c,+25%,1924.23053210976,5389.331388575988
c,"Cost
Optimal",6821.811369205098,7758.734173464077
c,"+5% Cost
Increase",4497.972851164458,8146.670882137276
c,+25%,3624.463853674732,9698.417716830112
c,"Cost
Optimal",4780.620040226121,3197.393152632261
c,"+5% Cost
Increase",3074.97515576322,3357.2628102638705
c,+25%,1261.0140777656748,3996.741440790328
c,"Cost
Optimal",6109.747272795593,4909.508378795321
c,"+5% Cost
Increase",5140.933757941993,5154.983797735074
c,+25%,4907.308912153068,6136.885473494169
c,"Cost
Optimal",4420.736198610119,4715.247267176464
c,"+5% Cost
Increase",3448.7850011782125,4951.009630535298
c,+25%,2816.9594888841048,5894.059083970605
c,"Cost
Optimal",5627.794396296885,4085.5703619869337
c,"+5% Cost
Increase",3914.2601892783455,4289.848880086286
c,+25%,1993.6405584024828,5106.962952483664
c,"Cost
Optimal",3741.463905130722,3879.050333527968
c,"+5% Cost
Increase",2674.6478105024826,4073.002850204371
c,+25%,1669.821513753675,4848.812916909932
c,"Cost
Optimal",9154.059578530643,5387.398566291408
c,"+5% Cost
Increase",6607.532524214207,5656.7684946059735
c,+25%,6186.241031818192,6734.248207864239
c,"Cost
Optimal",4873.658888388001,3453.1908545529345
c,"+5% Cost
Increase",3584.8304250877804,3625.85039728059
c,+25%,1818.5379439873575,4316.488568191168
c,"Cost
Optimal",5534.269641568342,3978.15473123917
c,"+5% Cost
Increase",3928.8469140628818,4177.062467801106
c,+25%,2963.1209304961912,4972.693414048923
c,"Cost
Optimal",3575.321553505041,4327.418128746058
c,"+5% Cost
Increase",2619.7370832201764,4543.789035183367
c,+25%,1606.0153133867468,5409.272660932566
c,"Cost
Optimal",3248.6911659517837,1650.93925827804
c,"+5% Cost
Increase",1415.694629734653,1733.4862211919494
c,+25%,307.95111613862804,2063.6740728475584
c,"Cost
Optimal",8100.042395441228,4642.9018988531025
c,"+5% Cost
Increase",5983.92782657989,4875.046993795756
c,+25%,4308.654425731069,5803.627373566375
c,"Cost
Optimal",5624.882935142697,8123.8666652564625
c,"+5% Cost
Increase",3664.226015269981,8530.059998519264
c,+25%,3150.9777511306256,10154.833331570608
c,"Cost
Optimal",6311.865306476792,5433.71476417422
c,"+5% Cost
Increase",5359.330453095852,5705.400502382927
c,+25%,3637.630921169239,6792.143455217772
c,"Cost
Optimal",5447.297169850682,4254.973781850657
c,"+5% Cost
Increase",4328.942352229905,4467.722470943192
c,+25%,4002.0995324513697,5318.71722731309
c,"Cost
Optimal",4845.15947039615,4737.705575244757
c,"+5% Cost
Increase",3648.85194288982,4974.590854006998
c,+25%,2654.7035398951516,5922.131969055951
c,"Cost
Optimal",6912.564684324111,4632.568363830816
c,"+5% Cost
Increase",4329.298286056479,4864.196782022337
c,+25%,2432.4392833235124,5790.710454788512
c,"Cost
Optimal",4677.951930878598,3527.5819574291177
c,"+5% Cost
Increase",2971.0654874340453,3703.961055300558
c,+25%,2111.889972857563,4409.4774467863435
c,"Cost
Optimal",6198.602708812859,5244.479476844886
c,"+5% Cost
Increase",4534.6535414927275,5506.703450687125
c,+25%,3337.013123383935,6555.599346056115
c,"Cost
Optimal",4961.743297119493,4044.943727962615
c,"+5% Cost
Increase",3585.832934976731,4247.190914360749
c,+25%,2183.4311509421645,5056.17965995326
c,"Cost
Optimal",7806.432145475446,5426.393404403397
c,"+5% Cost
Increase",5572.304847035498,5697.713074623541
c,+25%,3800.107255684962,6782.9917555042075
c,"Cost
Optimal",5479.958002036347,3875.678633170311
c,"+5% Cost
Increase",2765.998543753331,4069.46256482884
c,+25%,1478.2909107226662,4844.598291462876
c,"Cost
Optimal",5625.0017505725045,4427.391537551411
c,"+5% Cost
Increase",4485.908554374653,4648.761114428969
c,+25%,3647.1528251057143,5534.239421939274
c,"Cost
Optimal",3160.7467481232857,2414.1249123691814
c,"+5% Cost
Increase",2412.2698074990462,2534.8311579876204
c,+25%,1503.4832452714131,3017.656140461454
c,"Cost
Optimal",3676.5206924428567,3707.53008838552
c,"+5% Cost
Increase",2212.6860604657377,3892.9065928047808
c,+25%,1129.1536245705922,4634.4126104818815
c,"Cost
Optimal",4257.1354448461325,3255.715468522672
c,"+5% Cost
Increase",2306.979488065878,3418.501241948808
c,+25%,978.1870434655956,4069.644335653362
c,"Cost
Optimal",3500.2044565219576,2568.1496509138033
c,"+5% Cost
Increase",2238.300537725713,2696.5571334595056
c,+25%,852.4823371330971,3210.187063642284
c,"Cost
Optimal",6059.455156718835,4399.83223640354
c,"+5% Cost
Increase",4350.2813972626545,4619.823848223685
c,+25%,3660.5932891523858,5499.790295504316
c,"Cost
Optimal",4170.704739298222,4718.731872032616
c,"+5% Cost
Increase",3052.579642038547,4954.668465634254
c,+25%,1803.5270058832891,5898.414840040746
c,"Cost
Optimal",8260.516546617091,10447.056082460404
c,"+5% Cost
Increase",5965.241474949782,10969.408886583396
c,+25%,5529.006134047041,13058.820103075488
c,"Cost
Optimal",3581.403136427845,3687.2473723805983
c,"+5% Cost
Increase",2384.761818014967,3871.6097409995887
c,+25%,1011.1964106014648,4609.059215475757
c,"Cost
Optimal",4579.696630061927,3025.5072493259145
c,"+5% Cost
Increase",2263.977073386137,3176.78261179222
c,+25%,849.0861280758858,3781.884061657406
c,"Cost
Optimal",5746.131138659698,4650.0254684092915
c,"+5% Cost
Increase",4588.7751079933105,4882.5267418297635
c,+25%,3210.7575187011444,5812.5318355116215
c,"Cost
Optimal",8295.69755124331,3577.748487533899
c,"+5% Cost
Increase",4610.299470368832,3756.635911910598
c,+25%,3364.5342095521446,4472.185609417398
c,"Cost
Optimal",4718.874512698036,4842.720588589943
c,"+5% Cost
Increase",3759.064070782036,5084.856618019443
c,+25%,2959.894855315333,6053.400735737429
c,"Cost
Optimal",4913.004128287994,5406.445780849278
c,"+5% Cost
Increase",3462.243126597836,5676.768069891771
c,+25%,3100.1568357234346,6758.057226061658
c,"Cost
Optimal",7546.276771538892,6378.761672562517
c,"+5% Cost
Increase",5199.467287672755,6697.699756190706
c,+25%,3524.275417651217,7973.452090703215
c,"Cost
Optimal",3915.2018339626625,3054.666613290796
c,"+5% Cost
Increase",2654.500022740322,3207.3999439553304
c,+25%,1446.0325346935722,3818.333266613481
c,"Cost
Optimal",6984.3677515101235,4521.314256783882
c,"+5% Cost
Increase",4679.9624733346955,4747.379969623027
c,+25%,2900.0275150146585,5651.642820979808
c,"Cost
Optimal",7861.810497547084,3610.398004376073
c,"+5% Cost
Increase",4847.137641008414,3790.9179045948817
c,+25%,2714.3351148130405,4512.997505470072
c,"Cost
Optimal",6013.357728099121,4307.206470576996
c,"+5% Cost
Increase",4062.21109926778,4522.566794105863
c,+25%,2632.570273988258,5384.008088221294
c,"Cost
Optimal",4628.859798424866,4220.222167607779
c,"+5% Cost
Increase",4002.0486781926584,4431.233275988178
c,+25%,3900.414136996743,5275.277709509715
c,"Cost
Optimal",5382.499239234492,2600.117197754402
c,"+5% Cost
Increase",3013.0464333440623,2730.123057642122
c,+25%,1564.194995346499,3250.1464971930186
c,"Cost
Optimal",5668.268982145429,2606.5596842237064
c,"+5% Cost
Increase",2663.11719087557,2736.8876684348816
c,+25%,1049.0080944519066,3258.199605279635
c,"Cost
Optimal",6027.56820342894,6566.843299661406
c,"+5% Cost
Increase",4213.410011386365,6895.185464644512
c,+25%,2837.4552661758935,8208.55412457681
c,"Cost
Optimal",8397.181585992701,4688.591480553209
c,"+5% Cost
Increase",5511.746776441574,4923.021054580854
c,+25%,3910.7006814626857,5860.739350691536
c,"Cost
Optimal",6026.402464896567,6176.694710226471
c,"+5% Cost
Increase",4530.23439821014,6485.529445737772
c,+25%,3386.3436648800594,7720.868387783118
c,"Cost
Optimal",3533.968936544178,3610.7446091645897
c,"+5% Cost
Increase",2723.3332038100943,3791.2818396228
c,+25%,2230.0270715358147,4513.430761455758
c,"Cost
Optimal",5746.372687356345,5911.994393500525
c,"+5% Cost
Increase",4389.936769411953,6207.594113175544
c,+25%,3423.759927160354,7389.992991875638
c,"Cost
Optimal",5497.592770520539,3311.892555054343
c,"+5% Cost
Increase",4131.226423388285,3477.4871828070854
c,+25%,2663.0107033796803,4139.865693817951
c,"Cost
Optimal",3851.21270951452,2816.1780881232903
c,"+5% Cost
Increase",2156.7828705738934,2956.9869925294524
c,+25%,1008.4198492461288,3520.2226101541146
c,"Cost
Optimal",4695.478797952987,3039.7161456319154
c,"+5% Cost
Increase",2662.5115935804597,3191.701952913521
c,+25%,1398.3323980300845,3799.645182039911
c,"Cost
Optimal",5960.853811028474,10869.024581538555
c,"+5% Cost
Increase",3523.2898320339973,11412.475810615457
c,+25%,2290.2728087525647,13586.280726923156
c,"Cost
Optimal",8934.289745609758,5597.376473456385
c,"+5% Cost
Increase",7077.738849873342,5877.245297129157
c,+25%,6548.353450872837,6996.720591820389
c,"Cost
Optimal",6770.063651031062,5091.216059398529
c,"+5% Cost
Increase",5096.225131833414,5345.776862368464
c,+25%,3574.438527635111,6364.020074248154
c,"Cost
Optimal",4566.891815255748,2326.908687192259
c,"+5% Cost
Increase",2360.1561506004373,2443.254121551868
c,+25%,1050.6691265519937,2908.635858990331
c,"Cost
Optimal",5836.968593332454,6246.779453382533
c,"+5% Cost
Increase",3834.5573611134337,6559.118426051688
c,+25%,2123.862604103346,7808.474316728132
c,"Cost
Optimal",3933.2119055133417,2513.0253243881843
c,"+5% Cost
Increase",2385.060750069857,2638.676590607598
c,+25%,1049.173912292826,3141.281655485225
c,"Cost
Optimal",6521.976461647645,5854.195816169689
c,"+5% Cost
Increase",4506.570211633606,6146.905606978199
c,+25%,3227.5336709718417,7317.744770212131
c,"Cost
Optimal",7094.557634076957,5830.903285956857
c,"+5% Cost
Increase",4918.294403468263,6122.448450254693
c,+25%,4010.793413463863,7288.629107446109
c,"Cost
Optimal",4039.150243830211,4799.237471240442
c,"+5% Cost
Increase",2629.759925817882,5039.199344802452
c,+25%,1265.5328941550176,5999.046839050505
c,"Cost
Optimal",7582.166242301014,6397.092619693687
c,"+5% Cost
Increase",6315.4314733973315,6716.947250678371
c,+25%,5903.2262247326125,7996.365774617069
c,"Cost
Optimal",3584.322993772867,4504.913913500363
c,"+5% Cost
Increase",2541.9969816420044,4730.159609175403
c,+25%,1545.473519359275,5631.142391875436
c,"Cost
Optimal",5657.274679739762,4229.04935538648
c,"+5% Cost
Increase",3883.136075007953,4440.501823155816
c,+25%,2613.6232367475905,5286.311694233108
c,"Cost
Optimal",6079.252637636187,7123.021242651879
c,"+5% Cost
Increase",4314.902000186982,7479.172304784485
c,+25%,2937.798869568702,8903.776553314832
c,"Cost
Optimal",8375.336252195251,3698.506604550823
c,"+5% Cost
Increase",4690.738102183492,3883.431934778359
c,+25%,3793.527748861431,4623.133255688531
c,"Cost
Optimal",3512.8599498095673,3348.776425965976
c,"+5% Cost
Increase",2609.5991328541477,3516.215247264279
c,+25%,1660.2913701557627,4185.970532457461
c,"Cost
Optimal",3864.75999271005,3696.3312891245664
c,"+5% Cost
Increase",1852.354994479339,3881.147853580816
c,+25%,910.3421653549916,4620.414111405719
c,"Cost
Optimal",7922.588890495611,5889.9955512555935
c,"+5% Cost
Increase",5473.851906384604,6184.4953288184
c,+25%,3503.2167055732816,7362.494439069517
c,"Cost
Optimal",4078.565639943843,4124.815272033714
c,"+5% Cost
Increase",2871.694572873534,4331.056035635391
c,+25%,1976.4415187312336,5156.01909004213
c,"Cost
Optimal",3882.662462499431,2903.844433288651
c,"+5% Cost
Increase",2374.746725861859,3049.036654953111
c,+25%,977.803769729734,3629.8055416108423
c,"Cost
Optimal",4001.966805086808,2964.78925886344
c,"+5% Cost
Increase",2458.6989320245493,3113.028721806608
c,+25%,1082.4219919806771,3705.9865735793064
c,"Cost
Optimal",4040.365293326289,7505.492147590326
c,"+5% Cost
Increase",2273.1622817912885,7880.766754969836
c,+25%,1305.0678311226436,9381.865184487957
c,"Cost
Optimal",4000.70447746345,3460.9832740857187
c,"+5% Cost
Increase",2956.285094397453,3634.032437789992
c,+25%,1611.2191415422672,4326.2290926071355
c,"Cost
Optimal",4074.282975570273,2798.189668403511
c,"+5% Cost
Increase",2549.1830922038084,2938.099151823685
c,+25%,1038.986476101386,3497.737085504385
c,"Cost
Optimal",7260.687353857589,3951.5056625247503
c,"+5% Cost
Increase",4693.721708816068,4149.080945650959
c,+25%,2776.10692855996,4939.382078155914
c,"Cost
Optimal",5204.273550463419,6086.299567747048
c,"+5% Cost
Increase",3825.889733885844,6390.614546134432
c,+25%,2658.789125242228,7607.874459683772
c,"Cost
Optimal",8722.381786817301,5417.6843308799835
c,"+5% Cost
Increase",5633.07880463637,5688.56854742399
c,+25%,3809.955704563611,6772.105413599964
c,"Cost
Optimal",5409.818774645877,5209.540142323982
c,"+5% Cost
Increase",3967.110968662459,5470.017149440189
c,+25%,2746.063979638871,6511.925177904962
c,"Cost
Optimal",5417.8643147153625,4650.340719853221
c,"+5% Cost
Increase",3855.6871885062865,4882.85775584586
c,+25%,2741.587099562733,5812.925899816548
c,"Cost
Optimal",4727.10026911215,3931.981269820695
c,"+5% Cost
Increase",3200.7439004441,4128.580333311721
c,+25%,1441.4525405125978,4914.976587275827
c,"Cost
Optimal",5690.402657294014,7639.337734877795
c,"+5% Cost
Increase",3754.4270598408943,8021.304621621644
c,+25%,2329.168953551629,9549.17216859722
c,"Cost
Optimal",6012.201196142036,2678.0078953781704
c,"+5% Cost
Increase",3068.0692993502535,2811.9082901471
c,+25%,1425.3846453900085,3347.509869222726
c,"Cost
Optimal",5844.278803903714,3727.36305568095
c,"+5% Cost
Increase",3764.1301132020776,3913.7312084650025
c,+25%,2075.555824811107,4659.203819601206
c,"Cost
Optimal",4848.483458376773,6503.335507327196
c,"+5% Cost
Increase",4335.536089424032,6828.50228269359
c,+25%,3934.750585023081,8129.169384159052
c,"Cost
Optimal",4869.141807906073,4363.086025009248
c,"+5% Cost
Increase",3571.741743123306,4581.24032625968
c,+25%,2007.9947562548157,5453.857531261562
c,"Cost
Optimal",3012.5849623133167,2338.03878833881
c,"+5% Cost
Increase",1968.8387593483117,2454.9407277557607
c,+25%,977.9573592094724,2922.548485423522
c,"Cost
Optimal",4581.415726586617,3464.0327131923564
c,"+5% Cost
Increase",3247.206487589851,3637.2343488519505
c,+25%,2213.9012230185817,4330.040891490424
c,"Cost
Optimal",8362.848915332377,4374.260050148039
c,"+5% Cost
Increase",5488.359105932525,4592.973052655456
c,+25%,3380.662177164896,5467.825062685043
c,"Cost
Optimal",3948.800900674909,3518.412318640649
c,"+5% Cost
Increase",2621.375225116997,3694.3329345726784
c,+25%,1154.2334831164685,4398.015398300834
c,"Cost
Optimal",4406.084106194722,4199.44203086484
c,"+5% Cost
Increase",3230.055989452575,4409.414132408047
c,+25%,2798.680895336798,5249.302538581046
c,"Cost
Optimal",5190.1979979821035,5352.3488541997085
c,"+5% Cost
Increase",3576.13124609896,5619.96629690969
c,+25%,2473.9409307360597,6690.436067749647
c,"Cost
Optimal",5913.684161043694,3277.023392771386
c,"+5% Cost
Increase",3034.306177094549,3440.8745624099593
c,+25%,1334.3343900707116,4096.279240964243
c,"Cost
Optimal",6551.414072105001,5905.589332623099
c,"+5% Cost
Increase",4998.881413316229,6200.868799254252
c,+25%,3627.572058646592,7381.986665778884
c,"Cost
Optimal",7221.669274947608,3419.3225422246246
c,"+5% Cost
Increase",3806.514086127606,3590.2886693358564
c,+25%,2090.8748065268023,4274.15317778079
c,"Cost
Optimal",4880.654593117903,5266.61104590721
c,"+5% Cost
Increase",3776.6881637569218,5529.941598202562
c,+25%,2650.275319842426,6583.263807384052
c,"Cost
Optimal",5129.518068401896,5359.2793126999195
c,"+5% Cost
Increase",3812.295112953172,5627.243278334945
c,+25%,3149.5662657481153,6699.099140874917
c,"Cost
Optimal",5677.413548948434,5279.075508622592
c,"+5% Cost
Increase",3988.742875362745,5543.0292840536995
c,+25%,2624.632487967801,6598.8443857782
c,"Cost
Optimal",3965.896812736802,2852.394519419707
c,"+5% Cost
Increase",2490.0423454680654,2995.0142453907056
c,+25%,1250.592253389838,3565.493149274648
c,"Cost
Optimal",4719.643498838529,3955.063794444643
c,"+5% Cost
Increase",3617.401734857794,4152.81698416688
c,+25%,2252.1139139488696,4943.829743055796
c,"Cost
Optimal",6218.239662932822,6690.445836554654
c,"+5% Cost
Increase",4891.9233188667695,7024.968128382414
c,+25%,3774.8453881580376,8363.057295693321
c,"Cost
Optimal",7750.805580558736,6526.7064993759
c,"+5% Cost
Increase",5462.30265366081,6853.041824344682
c,+25%,3915.1772670499354,8158.383124219842
c,"Cost
Optimal",3749.7367221527647,2573.389421073379
c,"+5% Cost
Increase",1973.944785387653,2702.058892127033
c,+25%,664.9467104896869,3216.7367763417137
c,"Cost
Optimal",2896.261254543333,2928.432403425655
c,"+5% Cost
Increase",1836.2493402170023,3074.8540235969526
c,+25%,682.055720586051,3660.540504282065
c,"Cost
Optimal",5305.528655555288,4280.566496174303
c,"+5% Cost
Increase",4098.454052571722,4494.594820983023
c,+25%,3486.0331463107555,5350.708120217849
c,"Cost
Optimal",7004.985405614573,4245.093836793911
c,"+5% Cost
Increase",4991.027757620894,4457.34852863358
c,+25%,3265.075290518851,5306.3672959923915
c,"Cost
Optimal",4837.168610919039,2533.4917303338493
c,"+5% Cost
Increase",2454.964362981938,2660.166316850561
c,+25%,1138.4010082962136,3166.864662917349
c,"Cost
Optimal",3906.7423959209264,4541.088887932524
c,"+5% Cost
Increase",2971.228275903706,4768.143332329105
c,+25%,1837.832907238083,5676.361109915634
c,"Cost
Optimal",6338.9660819261435,6981.7609375835955
c,"+5% Cost
Increase",4339.638984851519,7330.848984462774
c,+25%,3600.973097666983,8727.201171979455
c,"Cost
Optimal",4101.28309010111,4794.555695952021
c,"+5% Cost
Increase",3104.6427031114295,5034.283480749633
c,+25%,1897.138423260705,5993.1946199400245
c,"Cost
Optimal",6801.751876356414,5461.029064314126
c,"+5% Cost
Increase",5517.943191638398,5734.08051752983
c,+25%,5308.688651430448,6826.28633039267
c,"Cost
Optimal",5043.668831587519,3952.77507039894
c,"+5% Cost
Increase",4107.677223269052,4150.413823918894
c,+25%,2827.1115546812293,4940.968837998709
c,"Cost
Optimal",5313.213146434528,4963.860876523665
c,"+5% Cost
Increase",2648.2078824262835,5212.053920349841
c,+25%,1211.6200826002726,6204.8260956545555
c,"Cost
Optimal",3851.3572360068056,4036.427362264221
c,"+5% Cost
Increase",2913.787327081812,4238.248730377435
c,+25%,1797.648458463966,5045.534202830307
c,"Cost
Optimal",5917.620386345022,3579.156401032301
c,"+5% Cost
Increase",3942.410564540375,3758.114221083932
c,+25%,2010.9727176854976,4473.945501290382
c,"Cost
Optimal",6499.351045535836,4393.40990672989
c,"+5% Cost
Increase",4164.7259496078705,4613.080402066391
c,+25%,2373.9213204320968,5491.762383412396
c,"Cost
Optimal",3266.2913893888754,3783.2238054795775
c,"+5% Cost
Increase",1891.636418060892,3972.384995753565
c,+25%,851.2633551704656,4729.029756849513
c,"Cost
Optimal",4484.702289687267,3493.050682832756
c,"+5% Cost
Increase",2794.39062667416,3667.703216974407
c,+25%,1122.429588334289,4366.313353540963
c,"Cost
Optimal",5689.733368809656,3886.674404936928
c,"+5% Cost
Increase",3896.537780175524,4081.0081251837664
c,+25%,3500.132966881373,4858.343006171202
c,"Cost
Optimal",4058.013331620547,3997.4974977878032
c,"+5% Cost
Increase",3175.120883388122,4197.3723726771805
c,+25%,2645.427029630481,4996.871872234748
c,"Cost
Optimal",5298.161796991641,3732.3606227390633
c,"+5% Cost
Increase",3162.0234422441945,3918.9786538759977
c,+25%,1379.6546929252854,4665.450778423822
c,"Cost
Optimal",7872.855383798626,5618.562049045298
c,"+5% Cost
Increase",5272.980099867771,5899.490151497551
c,+25%,3390.844614993534,7023.202561306626
c,"Cost
Optimal",3446.9007932351747,3261.088712484937
c,"+5% Cost
Increase",2320.5020805164936,3424.1431481091677
c,+25%,1236.9364311988336,4076.3608906061654
c,"Cost
Optimal",3708.307864002728,3876.420027291663
c,"+5% Cost
Increase",2847.9340453317027,4070.241028656262
c,+25%,2184.526521377353,4845.525034114603
c,"Cost
Optimal",5850.287443880223,4417.479273351408
c,"+5% Cost
Increase",4712.469205839274,4638.353237018988
