panel,cat,water_impact_B,cost_B
c,+25%,1410.2986000688386,4304.901512686184
c,"Cost
Optimal",5193.303411388712,2444.858371385837
c,"+5% Cost
Increase",2567.409977834481,2567.1012899551474
c,+25%,1079.985653800173,3056.072964232322
c,"Cost
Optimal",4002.6735398740993,6231.0101596110235
c,"+5% Cost
Increase",3023.254775268717,6542.560667591511
c,+25%,2685.1994013822987,7788.762699513685
c,"Cost
Optimal",3668.388406570271,3522.4267301961863
c,"+5% Cost
Increase",2200.504129348016,3698.548066706024
c,+25%,979.3490498514888,4403.033412745289
c,"Cost
Optimal",5770.640585476844,7089.020700368831
c,"+5% Cost
Increase",3543.932245023583,7443.471735387266
c,+25%,2181.5484386963294,8861.27587546105
c,"Cost
Optimal",5485.367156849894,3440.504594088037
c,"+5% Cost
Increase",3603.6265809932106,3612.529823792451
c,+25%,1771.1192796471323,4300.630742610057
c,"Cost
Optimal",4840.776273929865,4768.407859437388
c,"+5% Cost
Increase",3441.6704214361525,5006.828252409262
c,+25%,1910.5890944552657,5960.509824296772
c,"Cost
Optimal",7434.864675494932,4315.079534748917
c,"+5% Cost
Increase",5125.025608794514,4530.8335114863685
c,+25%,3652.3296428477,5393.849418436206
c,"Cost
Optimal",6739.2594696281,5434.330716545869
c,"+5% Cost
Increase",4774.218838675079,5706.047252373181
c,+25%,3400.1157913775287,6792.913395682359
c,"Cost
Optimal",5431.196728143461,3689.16103800705
c,"+5% Cost
Increase",3442.87707637281,3873.619089907416
c,+25%,2778.4397318323377,4611.45129750881
c,"Cost
Optimal",4705.51805937738,4060.415637066193
c,"+5% Cost
Increase",3532.7211478506356,4263.436418919491
c,+25%,2903.2191874924465,5075.519546332751
c,"Cost
Optimal",6708.201325135639,5422.675388077706
c,"+5% Cost
Increase",5711.784818256061,5693.809157481578
c,+25%,4968.911600293997,6778.3442350971245
c,"Cost
Optimal",3969.704223186179,2874.808083814778
c,"+5% Cost
Increase",2272.6302392202992,3018.548488005511
c,+25%,958.713432691414,3593.510104768456
c,"Cost
Optimal",2790.547669941107,3014.734642267399
c,"+5% Cost
Increase",1537.0647986670367,3165.471374380796
c,+25%,593.5780466845537,3768.418302834275
c,"Cost
Optimal",5381.971380331796,7571.623803498041
c,"+5% Cost
Increase",3665.163694352146,7950.204993672943
c,+25%,2338.691759409935,9464.52975437253
c,"Cost
Optimal",4569.198965651521,4713.299790077741
c,"+5% Cost
Increase",3384.157123909262,4948.964779581645
c,+25%,2425.089674218371,5891.6247375971625
c,"Cost
Optimal",5567.78751587433,4913.858691277645
c,"+5% Cost
Increase",4215.98189606721,5159.551625841531
c,+25%,2966.6651819116646,6142.323364097074
c,"Cost
Optimal",4784.050597566753,3262.157801607019
c,"+5% Cost
Increase",2794.1284544417967,3425.265691687373
c,+25%,1240.1415680245957,4077.6972520084287
c,"Cost
Optimal",6880.675958540514,5582.960402705504
c,"+5% Cost
Increase",4772.510424643153,5862.1084228407635
c,+25%,3071.108401307833,6978.700503381894
c,"Cost
Optimal",6018.32265802756,6022.513304857568
c,"+5% Cost
Increase",4136.4833922815005,6323.638970100423
c,+25%,3528.288117799701,7528.141631071852
c,"Cost
Optimal",6255.930686117638,3408.0801903322945
c,"+5% Cost
Increase",3653.4816626576344,3578.484199848899
c,+25%,1742.9412570596726,4260.100237915353
c,"Cost
Optimal",6081.4084465829355,3144.4987508070662
c,"+5% Cost
Increase",3043.080459204636,3301.7236883474125
c,+25%,1344.7393299193209,3930.623438508828
c,"Cost
Optimal",5272.561239989358,6152.604115997221
c,"+5% Cost
Increase",4180.497590420035,6460.234321797094
c,+25%,3480.431813722793,7690.755144996489
c,"Cost
Optimal",5348.0624446231395,4473.822609867913
c,"+5% Cost
Increase",3742.7386240429432,4697.513740361286
c,+25%,2251.355831067887,5592.278262334832
c,"Cost
Optimal",4668.240490057109,4328.6786303181125
c,"+5% Cost
Increase",3105.45677262993,4545.112561833989
c,+25%,2121.8869170454504,5410.84828789761
c,"Cost
Optimal",3129.6239149818266,2165.535063523264
c,"+5% Cost
Increase",1644.3816258703157,2273.8118166994286
c,+25%,767.1285014162502,2706.9188294040728
c,"Cost
Optimal",4993.490598547315,3520.1718135848287
c,"+5% Cost
Increase",3668.640422245756,3696.180404264068
c,+25%,2038.2580406108216,4400.214766981033
c,"Cost
Optimal",4075.7834608678977,3495.804822304591
c,"+5% Cost
Increase",2174.654623091315,3670.595063419816
c,+25%,948.1619071257364,4369.756027880709
c,"Cost
Optimal",2985.9438796438826,3737.739920085794
c,"+5% Cost
Increase",2236.9214152474724,3924.6269160901
c,+25%,1400.3427914920671,4672.174900107169
c,"Cost
Optimal",5261.926606724374,6610.133680117251
c,"+5% Cost
Increase",4009.220005781245,6940.640364123129
c,+25%,3743.433546891054,8262.667100146573
c,"Cost
Optimal",7238.107757304393,5132.421648094265
c,"+5% Cost
Increase",5141.825968257774,5389.042730498956
c,+25%,3362.2095431478683,6415.52706011784
c,"Cost
Optimal",5872.533551746981,7500.269462545317
c,"+5% Cost
Increase",4894.578686697406,7875.282935672567
c,+25%,4900.033873606502,9375.336828181633
c,"Cost
Optimal",5786.153556962665,4724.121031222096
c,"+5% Cost
Increase",4691.883506464199,4960.327082783182
c,+25%,3283.9186985794845,5905.151289027565
c,"Cost
Optimal",7012.522739002565,3008.4200440850714
c,"+5% Cost
Increase",4075.846143504224,3158.8410462893025
c,+25%,2655.984370748542,3760.52505510632
c,"Cost
Optimal",3453.0164670782037,3532.004375206185
c,"+5% Cost
Increase",2325.4584653853003,3708.604593966495
c,+25%,1213.6614357026874,4415.005469007746
c,"Cost
Optimal",5781.698751697757,5259.5544723274925
c,"+5% Cost
Increase",3884.6098954949593,5522.532195943889
c,+25%,2612.3022891551054,6574.443090409417
c,"Cost
Optimal",5518.751012622544,4986.3738251288905
c,"+5% Cost
Increase",4041.903803028287,5235.692516385346
c,+25%,2796.1382584204925,6232.9672814108835
c,"Cost
Optimal",4787.3870396402635,2810.92003434241
c,"+5% Cost
Increase",3605.7763820794808,2951.466036059514
c,+25%,2421.4724530980816,3513.6500429279827
c,"Cost
Optimal",5225.58572565434,6027.202743946977
c,"+5% Cost
Increase",4194.0785622657995,6328.5628811443485
c,+25%,3206.104360762399,7534.003429933709
c,"Cost
Optimal",8080.53956506052,6487.863370847402
c,"+5% Cost
Increase",6263.437044096698,6812.256539389776
c,+25%,5709.778236813417,8109.829213559279
c,"Cost
Optimal",4974.326684256487,3446.73214026029
c,"+5% Cost
Increase",2908.3047415643255,3619.068747273329
c,+25%,1462.646025808815,4308.415175325382
c,"Cost
Optimal",3000.7949143463748,1931.3708748984584
c,"+5% Cost
Increase",1578.4391879543812,2027.9394186433724
c,+25%,547.0461692396535,2414.213593623062
c,"Cost
Optimal",7107.253086637239,6385.873887090887
c,"+5% Cost
Increase",5023.244975627547,6705.167581445444
c,+25%,3718.237515788538,7982.34235886358
c,"Cost
Optimal",7041.414677048645,4420.456751193804
c,"+5% Cost
Increase",5299.459391532743,4641.479588753451
c,+25%,3992.569687644232,5525.570938992274
c,"Cost
Optimal",3739.1512475454974,3555.463197605455
c,"+5% Cost
Increase",2579.0889833748142,3733.236357485713
c,+25%,1101.7493371416465,4444.328997006825
c,"Cost
Optimal",5607.93668347714,3599.9676792676255
c,"+5% Cost
Increase",3453.457162172687,3779.96606323101
c,+25%,1913.0708016486524,4499.959599084557
c,"Cost
Optimal",4773.217874958361,3683.860148907632
c,"+5% Cost
Increase",3327.359719699387,3868.053156353018
c,+25%,1796.478150968475,4604.825186134515
c,"Cost
Optimal",3566.2597882597506,3403.3306557179944
c,"+5% Cost
Increase",2089.260839957041,3573.497188503866
c,+25%,911.04693021526,4254.163319647449
c,"Cost
Optimal",5314.688156704483,5276.3434456600435
c,"+5% Cost
Increase",4260.803760326831,5540.160617943016
c,+25%,3220.6368907716424,6595.42930707503
c,"Cost
Optimal",6888.765981150264,5628.647539666465
c,"+5% Cost
Increase",5419.019280486821,5910.079916649785
c,+25%,5202.902159214241,7035.80942458307
c,"Cost
Optimal",5620.742555639946,4367.415674510319
c,"+5% Cost
Increase",3707.117350450561,4585.7864582358225
c,+25%,2280.5828795978714,5459.269593137952
c,"Cost
Optimal",4380.0467309597025,4387.883974655702
c,"+5% Cost
Increase",3334.596540403611,4607.278173388491
c,+25%,2763.131618074244,5484.854968319634
c,"Cost
Optimal",8069.939476825696,4163.078654283006
c,"+5% Cost
Increase",5462.383557912517,4371.232586997145
c,+25%,3530.2199175721303,5203.848317853757
c,"Cost
Optimal",4777.308263425923,4151.225368961427
c,"+5% Cost
Increase",3234.2009975293413,4358.786637409496
c,+25%,1458.588246189534,5189.031711201776
c,"Cost
Optimal",4993.931138490337,3525.0704562835667
c,"+5% Cost
Increase",3132.2415893890625,3701.323979097757
c,+25%,2008.7829900356328,4406.338070354466
c,"Cost
Optimal",5598.300736357369,4245.908674546121
c,"+5% Cost
Increase",3164.6749482034456,4458.204108273368
c,+25%,1510.2111852532396,5307.385843182564
c,"Cost
Optimal",3384.5955334420623,3404.049865562228
c,"+5% Cost
Increase",2254.5983008693843,3574.2523588403556
c,+25%,1342.9395649101332,4255.062331952768
c,"Cost
Optimal",3388.6362291305336,3587.938362989605
c,"+5% Cost
Increase",2626.242035937423,3767.33528113906
c,+25%,1639.33490762022,4484.922953736935
c,"Cost
Optimal",5297.904748747712,2778.7063231957545
c,"+5% Cost
Increase",3032.603562660611,2917.6416393555296
c,+25%,1418.876899467839,3473.382903994679
c,"Cost
Optimal",5532.259118848581,5196.278371789254
c,"+5% Cost
Increase",4416.121918198527,5456.092290378732
c,+25%,2910.3470590578772,6495.347964736594
c,"Cost
Optimal",3398.350987843324,2869.6262750179117
c,"+5% Cost
Increase",2127.2278466944463,3013.1075887688153
c,+25%,1073.103372128127,3587.0328437723956
c,"Cost
Optimal",3603.715046322899,3806.0607123072664
c,"+5% Cost
Increase",2694.7826824481263,3996.3637479226263
c,+25%,1777.3734455828337,4757.575890384067
c,"Cost
Optimal",10403.289854912344,5686.9173653616035
c,"+5% Cost
Increase",8242.530089867278,5971.263233629646
c,+25%,7856.816952317989,7108.646706701984
c,"Cost
Optimal",4896.846573387893,9007.983345923025
c,"+5% Cost
Increase",3831.738779797168,9458.38251321922
c,+25%,3374.776541140623,11259.979182403818
c,"Cost
Optimal",4746.558203767238,2613.877047589597
c,"+5% Cost
Increase",2941.9513766247937,2744.5708999690846
c,+25%,1379.2514642788065,3267.3463094869817
c,"Cost
Optimal",4654.8957256345,3081.177329955138
c,"+5% Cost
Increase",2888.2470770542504,3235.236196452877
c,+25%,1193.8483973019618,3851.471662443875
c,"Cost
Optimal",6579.716069726557,4915.359118839759
c,"+5% Cost
Increase",5388.080658010667,5161.127074781694
c,+25%,5046.049734354766,6144.198898549663
c,"Cost
Optimal",3234.7503658948026,3484.115913167549
c,"+5% Cost
Increase",2115.2531595904325,3658.3217088259407
c,+25%,924.1962691334322,4355.1448914594575
c,"Cost
Optimal",4355.537075660789,3590.552205048126
c,"+5% Cost
Increase",3422.8617742137594,3770.0798153005494
c,+25%,2263.9105417780574,4488.190256310152
c,"Cost
Optimal",6009.740022245912,5376.121970829065
c,"+5% Cost
Increase",4992.931059595643,5644.928069370519
c,+25%,4410.193999850121,6720.152463536322
c,"Cost
Optimal",4921.730230067841,5634.053798691461
c,"+5% Cost
Increase",3324.4119585753647,5915.75648862605
c,+25%,1996.0307201856413,7042.567248364396
c,"Cost
Optimal",6109.809575686118,6928.908797735103
c,"+5% Cost
Increase",3998.745184305207,7275.354237621837
c,+25%,2600.908259128012,8661.135997168854
c,"Cost
Optimal",6998.373176589704,5852.472328664139
c,"+5% Cost
Increase",4863.236565068029,6145.095945097333
c,+25%,3702.897562291443,7315.590410830228
c,"Cost
Optimal",5712.205894147932,4450.102132472203
c,"+5% Cost
Increase",3902.637031723924,4672.607239095791
c,+25%,2543.1893615155273,5562.627665590213
c,"Cost
Optimal",4712.391643705001,3784.730611999818
c,"+5% Cost
Increase",2734.7550440870536,3973.9671425997935
c,+25%,1532.239562537368,4730.913264999718
c,"Cost
Optimal",5727.401382048957,6526.9853733165
c,"+5% Cost
Increase",3613.30116331804,6853.334641982323
c,+25%,2230.7631794910017,8158.731716645617
c,"Cost
Optimal",2963.9631083855825,2336.0359261051217
c,"+5% Cost
Increase",1590.2493920837082,2452.8377224103833
c,+25%,590.3441215141928,2920.044907631403
c,"Cost
Optimal",4348.391073571558,3525.4347081253773
c,"+5% Cost
Increase",2530.189226207876,3701.706443531628
c,+25%,1264.1562235279036,4406.793385156697
c,"Cost
Optimal",8077.932317400288,6905.72672359028
c,"+5% Cost
Increase",6524.732020056305,7251.013059769772
c,+25%,6213.597661725707,8632.15840448782
c,"Cost
Optimal",4286.994072203344,5264.7194625458
c,"+5% Cost
Increase",3150.2372442482724,5527.955435673113
c,+25%,1885.229404381919,6580.89932818225
c,"Cost
Optimal",5756.676095370487,3737.6103213986344
c,"+5% Cost
Increase",3545.953594735604,3924.490837468576
c,+25%,2091.5471067176527,4672.0129017483
c,"Cost
Optimal",6730.96230408825,4718.726485711663
c,"+5% Cost
Increase",5035.7500849803155,4954.662809997242
c,+25%,3977.783913047841,5898.408107139612
c,"Cost
Optimal",4673.788315030237,3271.4030558119302
c,"+5% Cost
Increase",2641.8163814651048,3434.9732086025297
c,+25%,1175.4990857474213,4089.2538197649046
c,"Cost
Optimal",4764.98217110481,5769.680339023104
c,"+5% Cost
Increase",3743.071289387482,6058.16435597424
c,+25%,3104.0746924985706,7212.100423778832
c,"Cost
Optimal",4411.6226669841835,3207.900968361299
c,"+5% Cost
Increase",2639.2827196783387,3368.2960167793412
c,+25%,1089.119011140753,4009.876210451619
c,"Cost
Optimal",5530.4410119003815,3557.2736233752557
c,"+5% Cost
Increase",3380.1890078347797,3735.1373045440455
c,+25%,1840.6345970040495,4446.592029219097
c,"Cost
Optimal",4455.757688378527,5020.494169087747
c,"+5% Cost
Increase",3651.7474012271423,5271.518877542163
c,+25%,3493.781186419664,6275.61771135969
c,"Cost
Optimal",7550.060066374728,5063.950748888531
c,"+5% Cost
Increase",5367.315491733034,5317.148286332996
c,+25%,3731.9866438470735,6329.938436110711
c,"Cost
Optimal",5330.665501783179,5662.477714639199
c,"+5% Cost
Increase",4215.106080552451,5945.601600371184
c,+25%,3916.474741179992,7078.0971432989645
c,"Cost
Optimal",4005.7707980919567,2717.8223090397532
c,"+5% Cost
Increase",2432.168795986584,2853.7134244917374
c,+25%,1308.297225804684,3397.2778862996965
c,"Cost
Optimal",6350.234945115589,3306.879576355436
c,"+5% Cost
Increase",4019.331369172702,3472.223555173195
c,+25%,1932.9668439559855,4133.5994704442855
c,"Cost
Optimal",7000.772015104141,5501.7797762350465
c,"+5% Cost
Increase",5130.497008479303,5776.868765046813
c,+25%,3454.744754774992,6877.2247202938
c,"Cost
Optimal",4166.022913653783,5574.719753961485
c,"+5% Cost
Increase",2784.8504305077654,5853.455741659575
c,+25%,2208.0890392632846,6968.3996924518715
c,"Cost
Optimal",3851.837948418957,3576.84401304551
c,"+5% Cost
Increase",3092.719232234148,3755.686213697792
c,+25%,1955.094349024291,4471.055016306907
c,"Cost
Optimal",5023.864438116151,3261.1902008192415
c,"+5% Cost
Increase",3072.652284823964,3424.2497108602133
c,+25%,1503.3402782450394,4076.487751024046
c,"Cost
Optimal",4668.975052990366,5714.389816324829
c,"+5% Cost
Increase",3715.604930964272,6000.109307141022
c,+25%,2781.5273651849757,7142.987270406002
c,"Cost
Optimal",5400.112891089792,3504.1406011177137
c,"+5% Cost
Increase",3336.2465261425755,3679.34763117361
c,+25%,1602.3812778694771,4380.175751397146
c,"Cost
Optimal",4554.752268867352,4064.859896006282
c,"+5% Cost
Increase",3617.0323299357983,4268.10289080661
c,+25%,2364.0811779528153,5081.074870007859
c,"Cost
Optimal",3935.3136733033048,3785.1347462146
c,"+5% Cost
Increase",2651.363503743896,3974.3914835253504
c,+25%,1839.9422926585105,4731.418432768268
c,"Cost
Optimal",5574.0412922308715,6548.029755670802
c,"+5% Cost
Increase",3809.718343096323,6875.431243454316
c,+25%,2453.081196454621,8185.037194588439
c,"Cost
Optimal",3915.0795055682656,3079.7207392903
c,"+5% Cost
Increase",3068.9247712199626,3233.7067762548345
c,+25%,1989.0666245829311,3849.650924112897
c,"Cost
Optimal",7245.853380936319,5426.035977278849
c,"+5% Cost
Increase",5423.7394525391455,5697.337776142745
c,+25%,3806.6434232671654,6782.544971598502
c,"Cost
Optimal",8816.086979053556,7505.669861983501
c,"+5% Cost
Increase",6114.7311504624495,7880.953355082659
c,+25%,5388.830401132602,9382.087327479348
c,"Cost
Optimal",7184.38809818133,9825.657363046816
c,"+5% Cost
Increase",4540.603066183508,10316.94023119915
c,+25%,2789.3626473374247,12282.071703808448
c,"Cost
Optimal",4477.672184899913,3035.97671926907
c,"+5% Cost
Increase",2273.1375352910254,3187.7755552325066
c,+25%,1023.67896410596,3794.9708990863255
c,"Cost
Optimal",3893.6628027341176,3060.2968611430074
c,"+5% Cost
Increase",2528.051072394715,3213.3117042001627
c,+25%,1471.4272250282625,3825.3710764287775
c,"Cost
Optimal",7517.517622293661,5419.6134811622605
c,"+5% Cost
Increase",6076.568013299987,5690.594155220301
c,+25%,5599.734199004506,6774.516851452747
c,"Cost
Optimal",4649.45049926998,3419.7948232751564
c,"+5% Cost
Increase",3487.611428209598,3590.784564438937
c,+25%,1851.385678498799,4274.743529093954
c,"Cost
Optimal",2904.8882776443365,2180.6137849020633
c,"+5% Cost
Increase",1786.1266643364752,2289.6444741471487
c,+25%,598.159904417109,2725.767231127571
c,"Cost
Optimal",3674.5548590575577,4172.874197746815
c,"+5% Cost
Increase",2560.063941246977,4381.5179076341565
c,+25%,1576.6052540055452,5216.092747183542
c,"Cost
Optimal",6999.709799074188,4363.7752991479765
c,"+5% Cost
Increase",5719.990082024549,4581.9640641053875
c,+25%,5374.4348574496535,5454.719123934957
c,"Cost
Optimal",5960.915755881515,5902.946861341505
c,"+5% Cost
Increase",4168.608958215992,6198.094204408573
c,+25%,2933.321252129706,7378.683576676852
c,"Cost
Optimal",5364.9099768706665,5569.783985745142
c,"+5% Cost
Increase",4574.134054237548,5848.273185032412
c,+25%,4560.225141699607,6962.229982181412
c,"Cost
Optimal",7282.245555488355,5078.8165272622355
c,"+5% Cost
Increase",5285.9151860208285,5332.757353625357
c,+25%,3734.831907992942,6348.520659077797
c,"Cost
Optimal",5038.7317382191795,2598.4292587031127
c,"+5% Cost
Increase",2282.973906539565,2728.3507216382686
c,+25%,912.26001985137,3248.036573378869
c,"Cost
Optimal",5693.959918405887,5589.388934028547
c,"+5% Cost
Increase",3930.781606347885,5868.85838072999
c,+25%,3160.6024717518035,6986.736167535733
c,"Cost
Optimal",5926.29164347229,3704.389996898607
c,"+5% Cost
Increase",3525.9121258378455,3889.609496743547
c,+25%,1723.414582700224,4630.487496123272
c,"Cost
Optimal",4587.924341734146,2668.1934477005575
c,"+5% Cost
Increase",2544.2064772424187,2801.603120085547
c,+25%,1171.8834016974768,3335.241809625642
c,"Cost
Optimal",5384.137140758354,8017.644135273555
c,"+5% Cost
Increase",3517.8725048219367,8418.52634203721
c,+25%,2350.142606115966,10022.055169091916
c,"Cost
Optimal",8719.004661479043,7410.57131569194
c,"+5% Cost
Increase",6061.115490599648,7781.099881476545
c,+25%,4811.429987644264,9263.21414461493
c,"Cost
Optimal",4573.478824480411,5838.963778151571
c,"+5% Cost
Increase",3201.4591714553344,6130.911967059108
c,+25%,2250.733660632769,7298.704722689394
c,"Cost
Optimal",2930.489566323315,1754.317039284888
c,"+5% Cost
Increase",1657.9465710653044,1842.0328912491275
c,+25%,734.0241216241509,2192.8962991061076
c,"Cost
Optimal",5257.41791959946,3959.716051193764
c,"+5% Cost
Increase",4457.789763130063,4157.701853753467
c,+25%,2948.496802875817,4949.645063992236
c,"Cost
Optimal",3781.846034153586,2989.5284858221953
c,"+5% Cost
Increase",2234.6820097827353,3139.0049101132818
c,+25%,949.8026878131756,3736.910607277726
c,"Cost
Optimal",4436.732375604313,5006.630332541378
c,"+5% Cost
Increase",3080.120058633683,5256.96184916844
c,+25%,2167.339226828746,6258.28791567675
c,"Cost
Optimal",5002.77598095801,4362.867925337581
c,"+5% Cost
Increase",4364.291027993655,4581.011321604476
c,+25%,4632.535960962023,5453.5849066719975
c,"Cost
Optimal",8840.744632925796,6850.712702109676
c,"+5% Cost
Increase",6772.333833632364,7193.248337215186
c,+25%,5017.169983253603,8563.390877637135
c,"Cost
Optimal",6486.27607359382,5835.28608504951
c,"+5% Cost
Increase",5142.602386758211,6127.0503893019395
c,+25%,4769.06640027435,7294.107606311835
c,"Cost
Optimal",8946.080436239883,6115.607766056306
c,"+5% Cost
Increase",6625.4928375541685,6421.388154359121
c,+25%,4580.731698284498,7644.509707570411
c,"Cost
Optimal",4381.279627388474,2153.11544275806
c,"+5% Cost
Increase",2628.766603835839,2260.771214895961
c,+25%,1051.3837426761902,2691.394303447555
c,"Cost
Optimal",3104.977707164508,3404.6757710137636
c,"+5% Cost
Increase",1905.102059762022,3574.909559564442
c,+25%,795.3837241825231,4255.844713767183
c,"Cost
Optimal",5489.095794972577,5722.512856528669
c,"+5% Cost
Increase",3641.501926387057,6008.638499355125
c,+25%,2386.9483596586088,7153.141070660864
c,"Cost
Optimal",3795.215578163941,3707.7772375140858
c,"+5% Cost
Increase",2835.190902753506,3893.1660993897976
c,+25%,1793.5188290478266,4634.721546892572
c,"Cost
Optimal",4588.002808385488,3212.5997303252475
c,"+5% Cost
Increase",3132.045122071123,3373.2297168415193
c,+25%,2106.126455059888,4015.749662906562
c,"Cost
Optimal",6881.125970054731,7198.601381289185
c,"+5% Cost
Increase",4908.37466885473,7558.531450353623
c,+25%,3480.5748574301556,8998.251726611496
c,"Cost
Optimal",7836.0941655713905,6908.903220079089
c,"+5% Cost
Increase",5342.596199177755,7254.3483810830285
c,+25%,4792.997854577796,8636.129025098857
c,"Cost
Optimal",5086.969486630624,3301.998861854327
c,"+5% Cost
Increase",3094.294067303821,3467.098804947048
c,+25%,1504.675231465328,4127.498577317913
c,"Cost
Optimal",3412.177952881084,2487.495786140453
c,"+5% Cost
Increase",1886.3729673574744,2611.870575447458
c,+25%,797.6946584168809,3109.3697326755446
c,"Cost
Optimal",7039.679513425908,5895.18664168899
c,"+5% Cost
Increase",4669.378598545373,6189.945973773421
c,+25%,3030.259570277636,7368.983302111206
c,"Cost
Optimal",5514.425397468714,4043.843881319133
c,"+5% Cost
Increase",4235.022735752071,4246.03607538508
c,+25%,2972.3684844480936,5054.804851648897
c,"Cost
Optimal",4078.4143122554433,3692.7698393650658
c,"+5% Cost
Increase",3238.223930872514,3877.4083313333144
c,+25%,1719.8224970932772,4615.962299206375
c,"Cost
Optimal",3827.881547962685,3195.3874695051663
c,"+5% Cost
Increase",2397.2816492472234,3355.15684298043
c,+25%,1036.0830954539,3994.234336881444
c,"Cost
Optimal",6729.5129799992155,3988.1280027783782
c,"+5% Cost
Increase",4648.809676192045,4187.534402917312
c,+25%,3008.6800484056585,4985.16000347298
c,"Cost
Optimal",4761.8440044349745,3835.868098581723
c,"+5% Cost
Increase",2423.5408834630607,4027.661503510808
c,+25%,1291.0774942979383,4794.835123227155
c,"Cost
Optimal",4646.969027623983,4130.186899068722
c,"+5% Cost
Increase",3521.8887266819247,4336.696244022116
c,+25%,2364.434434562461,5162.733623835862
c,"Cost
Optimal",6885.285983661607,5080.7713997734545
c,"+5% Cost
Increase",5784.474158927797,5334.809969762112
c,+25%,5602.012524991216,6350.964249716821
c,"Cost
Optimal",4138.929474185429,3607.251904668062
c,"+5% Cost
Increase",2612.4549271008023,3787.614499901482
c,+25%,1311.767086478031,4509.064880835068
c,"Cost
Optimal",3754.466210859883,3662.7390708761873
c,"+5% Cost
Increase",2455.768640002102,3845.876024419993
c,+25%,1401.2661589308275,4578.423838595232
c,"Cost
Optimal",5070.045518912449,4078.139796139791
c,"+5% Cost
Increase",3866.832791257112,4282.046785946788
c,+25%,2155.030535342089,5097.674745174756
c,"Cost
Optimal",7913.733167806078,5071.597877251497
c,"+5% Cost
Increase",5343.5689228979845,5325.177771114058
c,+25%,4442.841057394773,6339.497346564356
c,"Cost
Optimal",4943.659667425943,9497.255665159251
c,"+5% Cost
Increase",3333.191939681222,9972.11844841718
c,+25%,2471.1793045400077,11871.56958144906
c,"Cost
Optimal",6237.622440952923,3730.8189730300496
c,"+5% Cost
Increase",3590.8713924329745,3917.359921681532
c,+25%,1867.1514548683265,4663.5237162875255
c,"Cost
Optimal",4051.617942046641,5102.471658614469
c,"+5% Cost
Increase",3079.1576417506644,5357.595241545188
c,+25%,2543.7790971848463,6378.089573268123
c,"Cost
Optimal",4954.742400703082,2877.0109557756527
c,"+5% Cost
Increase",2393.1509502636895,3020.8615035644275
c,+25%,1219.508847820144,3596.263694719546
c,"Cost
Optimal",4844.500391806144,3118.525192477704
c,"+5% Cost
Increase",2906.509456999192,3274.451452101579
c,+25%,1290.7544719301925,3898.156490597145
c,"Cost
Optimal",7047.449173337205,4693.394112819337
c,"+5% Cost
Increase",4461.465501836941,4928.063818460314
c,+25%,2498.053476431915,5866.74264102414
c,"Cost
Optimal",4117.256690828554,3687.099193291401
c,"+5% Cost
Increase",2884.9484473833704,3871.454152955961
c,+25%,1971.8131324980848,4608.873991614206
c,"Cost
Optimal",7074.93426677632,4184.343904022847
c,"+5% Cost
Increase",4837.622450793759,4393.561099224011
c,+25%,4285.919199171714,5230.429880028563
c,"Cost
Optimal",6369.891039395575,4913.403965657271
c,"+5% Cost
Increase",5038.304628879524,5159.074163940138
c,+25%,3436.7951404265295,6141.75495707158
c,"Cost
Optimal",6755.510819143453,8976.772293661204
c,"+5% Cost
Increase",6039.718459773329,9425.610908344235
c,+25%,6075.379656199764,11220.965367076522
c,"Cost
Optimal",4855.8692863544975,3179.157245866117
c,"+5% Cost
Increase",3271.7170498328724,3338.1151081594157
c,+25%,1521.7606477090703,3973.9465573326625
c,"Cost
Optimal",3930.1440669782673,2241.160119130608
c,"+5% Cost
Increase",2187.8520002786986,2353.2181250871386
c,+25%,781.948337360505,2801.4501489132613
c,"Cost
Optimal",4601.34236306264,7416.34610978536
c,"+5% Cost
Increase",3095.901239640727,7787.163415274625
c,+25%,2358.4210901747756,9270.432637231715
c,"Cost
Optimal",6972.780409639954,5714.583022720165
c,"+5% Cost
Increase",5202.844462670457,6000.312173856145
c,+25%,3913.767319064477,7143.228778400184
c,"Cost
Optimal",4640.342902106864,5774.967049922743
c,"+5% Cost
Increase",3640.922724952627,6063.715402418892
c,+25%,3033.8103142136324,7218.708812403469
c,"Cost
Optimal",5550.9137378030755,3564.1603466559104
c,"+5% Cost
Increase",4337.665204895845,3742.368363988691
c,+25%,3028.8067628815857,4455.200433319918
c,"Cost
Optimal",5139.666451155067,6920.172343594344
c,"+5% Cost
Increase",3550.5978693477305,7266.1809607740815
c,+25%,2068.203009517269,8650.215429492957
c,"Cost
Optimal",4841.761717620697,3699.2367841688874
c,"+5% Cost
Increase",3761.0780581712625,3884.198623377338
c,+25%,2383.2195364489244,4624.045980211126
c,"Cost
Optimal",3886.703689417499,3911.174758222052
c,"+5% Cost
Increase",2716.9725645395956,4106.7334961331335
c,+25%,1292.1421607331729,4888.968447777507
c,"Cost
Optimal",3744.0255053025153,2960.0233804808536
c,"+5% Cost
Increase",2466.154323738487,3108.024549504913
c,+25%,1233.5618257469728,3700.029225601073
c,"Cost
Optimal",5422.349519377385,5980.755367501238
c,"+5% Cost
Increase",3849.424363651313,6279.793135876316
c,+25%,2837.0299588384546,7475.944209376568
c,"Cost
Optimal",6046.280648792516,4368.465449140539
c,"+5% Cost
Increase",4683.453604956806,4586.888721597585
