"ID","PRIMARY_COMMODITY","Mineral","LONGITUDE","LATITUDE","resources"
31780,"Nickel","Nickel",122.28738,-3.4627,2.5054
32081,"Nickel","Nickel",30.0922,-5.90009,0.92
32184,"Nickel","Nickel",-146.29058,63.27641,6.79889
32275,"Other","Nickel",28.97194,-24.32861,0.1194
32354,"Copper","Nickel",-81.39866,46.63626,0.447292
32396,"Other","Nickel",28.92318,-23.56089,0.058
32468,"Nickel","Nickel",121.92778,-2.70389,2.6244
32617,"Other","Nickel",29.60417,-24.32333,0.173648
32687,"Nickel","Nickel",-51.86667,-6.16667,3.913
32849,"Nickel","Nickel",47.24,-20.83,0.191
32875,"Other","Nickel",26.9918,-25.10594,0.125343
33139,"Other","Nickel",29.98094,-24.50944,0.14804
33191,"Nickel","Nickel",96.1525,23.57833,0.8
33214,"Other","Nickel",88.70213,69.03354,0.3146
33382,"Nickel","Nickel",-95.60953,50.6298,0.125161
33386,"Nickel","Nickel",94.6056,42.26456,0.411731
33464,"Nickel","Nickel",-80.80783,48.65369,0.055161
33499,"Nickel","Nickel",101.78039,23.48131,0.427
33709,"Nickel","Nickel",122.56526,12.35853,0.111433
33795,"Nickel","Nickel",-87.88151,46.74852,0.055
33832,"Nickel","Nickel",-39.71144,-14.18902,0.9143
33848,"Nickel","Nickel",10.04332,60.07066,0.0705
34218,"Nickel","Nickel",132.41,55.35,1.3418
34220,"Other","Nickel",32.75207,67.90437,0.334878
34257,"Nickel","Nickel",117.46561,8.59975,0.635
34324,"Nickel","Nickel",-70.28782,18.8881,0.0927
34339,"Nickel","Nickel",119.6572,-20.18773,0.067005
34360,"Nickel","Nickel",20.83526,64.50455,0.080331
34844,"Nickel","Nickel",89.68172,46.75109,0.249556
34850,"Nickel","Nickel",122.060489,-29.715142,1.0312
34939,"Other","Nickel",123.7945,-29.986,0.0559
34949,"Cobalt","Nickel",121.64513,-32.102,0.283
35029,"Other","Nickel",14.32737,63.04408,1.541759
35094,"Nickel","Nickel",95.46243,54.89897,2.369363
35302,"Nickel","Nickel",16.83109,50.63444,0.1008
35352,"Nickel","Nickel",28.079,63.972,3.87992
35359,"Nickel","Nickel",-75.60596,51.70532,0.0591
35378,"Nickel","Nickel",121.69289,-31.17766,0.056
35448,"Nickel","Nickel",-81.01907,48.2965,2.43524
35520,"Nickel","Nickel",30.7631,69.38,0.8942
35533,"Nickel","Nickel",120.05396,15.77065,0.27
35538,"Nickel","Nickel",121.955,-2.71,0.451
35588,"Other","Nickel",100.75017,24.99985,0.053
35597,"Nickel","Nickel",147.74556,-8.78167,1.53
35686,"Nickel","Nickel",-86.3038,52.74202,0.3
35804,"Other","Nickel",14.281,63.034,1.421691
35967,"Other","Nickel",118.40869,-28.35189,0.09
36042,"Other","Nickel",29.74944,-24.38972,0.420925
36051,"Nickel","Nickel",147.04631,-32.01484,0.162
36127,"Copper","Nickel",25.14786,-12.23238,0.41
36147,"Nickel","Nickel",-49.41298,-7.99542,2.566926
36150,"Nickel","Nickel",-81.20417,48.16528,0.253
36221,"Nickel","Nickel",-93.11959,46.67296,0.217724
36317,"Nickel","Nickel",120.70716,-27.81822,0.1322
36328,"Nickel","Nickel",118.76018,10.05272,0.313
36331,"Nickel","Nickel",88.15068,69.25502,0.7121
36342,"Nickel","Nickel",-80.97333,47.88028,1.684
36347,"Nickel","Nickel",33.85552,-2.49118,0.983
36451,"Other","Nickel",-111.90375,57.68711,0.233798
36715,"Nickel","Nickel",15.38613,65.50999,1.093
36769,"Other","Nickel",27.00989,-25.12833,0.098
37020,"Other","Nickel",28.1728,65.94479,0.110223
37522,"Nickel","Nickel",118.25401,9.22227,0.696
37523,"Nickel","Nickel",117.96385,9.07643,0.145
37535,"Nickel","Nickel",125.66694,10.16278,0.132
37657,"Nickel","Nickel",-41.96349,-8.4606,0.723
37724,"Nickel","Nickel",120.447825,-27.057475,0.58
37943,"Nickel","Nickel",-125.35635,54.9252,4.548
38033,"Nickel","Nickel",159.73604,-8.4507,0.111719
38359,"Nickel","Nickel",-81.34988,46.42944,0.2838
38500,"Other","Nickel",28.95904,-24.08375,2.676
38535,"Copper","Nickel",-81.38333,46.41667,0.366423
38560,"Nickel","Nickel",-49.34339,-7.87343,0.141
38624,"Copper","Nickel",26.75694,67.54722,0.628
38649,"Other","Nickel",27.15,-25.125,0.19713
38872,"Nickel","Nickel",29.01955,-24.1218,4.01
39372,"Nickel","Nickel",128.0939,0.70705,1.938
40074,"Other","Nickel",-81.26033,47.92318,3.429
40553,"Other","Nickel",28.88636,-23.38958,0.7377
40831,"Nickel","Nickel",41.21899,51.14126,0.7995
40844,"Nickel","Nickel",-8.4994,7.75457,0.57304
50008,"Nickel","Nickel",121.822,-30.6904,1.403
52679,"Other","Nickel",117.76318,-26.84258,2.7008
54930,"Other","Nickel",141.7256,-20.21014,0.36
56200,"Nickel","Nickel",125.64,10.993,0.609
59703,"Other","Nickel",-78.25431,48.17249,0.15
60081,"Nickel","Nickel",125.62,10.43,0.1
60528,"Nickel","Nickel",122.30582,16.60819,0.922
60787,"Nickel","Nickel",20.50133,41.09806,0.201177
66139,"Nickel","Nickel",125.881,9.281,0.8704
67257,"Nickel","Nickel",125.85012,9.48482,1.78
67403,"Nickel","Nickel",121.99386,-3.57447,4.80189
67632,"Nickel","Nickel",122.8602,-28.83722,0.6142
68183,"Nickel","Nickel",83.525,45.15417,0.2167
70845,"Nickel","Nickel",38.54364,-10.10449,0.35638
75613,"Nickel","Nickel",121.55167,-26.80566,0.3385
75730,"Nickel","Nickel",117.42216,8.56651,0.7752
76126,"Nickel","Nickel",-78.62245,50.0569,0.0689
76615,"Nickel","Nickel",-99.93617,54.82755,0.050439
79101,"Nickel","Nickel",118.67075,-32.77783,0.1685
79928,"Cobalt","Nickel",122.27046,-29.52343,0.0567
80592,"Nickel","Nickel",121.547732,-31.441082,0.190335
80638,"Other","Nickel",121.65464,-32.09801,0.1575
80847,"Other","Nickel",30.73198,-17.15316,0.2125
81026,"Nickel","Nickel",122.23515,-2.94009,3.7
81706,"Nickel","Nickel",120.15,-26.5,0.57
83111,"Other","Nickel",-110.0277,45.41492,0.476725
83767,"Nickel","Nickel",-51.19545,-6.49155,1.2044
84035,"Nickel","Nickel",96.06471,42.17233,0.44967
84443,"Nickel","Nickel",140.36829,-2.46688,0.485
84717,"Other","Nickel",116.21078,-31.52158,0.96
85226,"Nickel","Nickel",117.11804,-20.85437,0.0664
85699,"Nickel","Nickel",159.17927,-8.10355,0.185448
86139,"Nickel","Nickel",-81.33731,48.8276,9.7616
87874,"Nickel","Nickel",116.89205,-20.91229,0.08424
88353,"Nickel","Nickel",-94.77036,53.9363,0.07
88428,"Nickel","Nickel",-81.258,48.40377,1.0872
88438,"Copper","Nickel",-87.53311,52.47415,0.054
88557,"Nickel","Nickel",123.19341,-29.92666,5.3
88763,"Nickel","Nickel",121.81975,-3.00026,11.292
88835,"Nickel","Nickel",121.74359,-31.34536,0.1136
88980,"Nickel","Nickel",-81.57724,48.78755,5.3662
89267,"Nickel","Nickel",24.42053,68.09018,0.8628
89426,"Other","Nickel",-49.55793,-5.93819,0.292567
89784,"Other","Nickel",28.94828,-24.34674,0.051332
89842,"Nickel","Nickel",-89.52303,49.96907,0.073482
90451,"Nickel","Nickel",22.09872,68.61091,0.1684
90732,"Nickel","Nickel",-81.05944,48.86532,3.9648
91456,"Nickel","Nickel",-81.31067,46.43776,0.07215
91505,"Nickel","Nickel",127.43873,-1.57734,0.763
91613,"Nickel","Nickel",-123.91444,42.03389,0.332552
91615,"Nickel","Nickel",-124.2983,42.35215,0.143612
91671,"Nickel","Nickel",127.51921,-1.4408,0.173
91679,"Nickel","Nickel",127.44134,-1.57388,1.79
92534,"Nickel","Nickel",121.78492,-2.87809,2.321
93125,"Nickel","Nickel",16.83335,50.64411,0.23
93172,"Copper","Nickel",-91.8742,47.68251,0.37057
24927,"Copper","Cobalt",-91.87293,47.64812,0.2308
25816,"Nickel","Cobalt",-78.44274,48.64244,0.229518
26275,"Nickel","Cobalt",-139.53333,61.46667,0.079469
26731,"Nickel","Cobalt",125.52944,9.28333,0.0377
27118,"Nickel","Cobalt",125.61056,9.83278,0.158
27136,"Nickel","Cobalt",102.14801,38.49053,0.161
27146,"Nickel","Cobalt",-81.36921,46.63706,0.043
27163,"Copper","Cobalt",139.3632,-19.6949,0.025
27363,"Nickel","Cobalt",121.37506,-2.56798,0.815756
27497,"Copper","Cobalt",130.99641,-12.99191,0.06405
27512,"Nickel","Cobalt",-7.91147,7.86926,0.285
27531,"Nickel","Cobalt",104.32642,21.1902,0.0134
27620,"Copper","Cobalt",122.31389,-22.20167,0.084
27672,"Nickel","Cobalt",-81.06667,46.49222,0.051111
27685,"Copper","Cobalt",25.39984,-10.70667,1.73
27734,"Copper","Cobalt",137.20078,-31.20076,0.033011
27742,"Nickel","Cobalt",166.96852,-22.29309,0.25
27779,"Nickel","Cobalt",30.54972,-2.88889,0.13056
27809,"Nickel","Cobalt",129.87477,-0.45095,0.187
28013,"Nickel","Cobalt",-74.86241,20.62977,0.341
28109,"Nickel","Cobalt",-49.89832,-6.48876,0.0787
28268,"Copper","Cobalt",28.04472,-12.65889,0.122
28269,"Copper","Cobalt",28.23889,-12.53417,0.2638
28272,"Copper","Cobalt",28.33806,-13.04861,0.020121
28354,"Nickel","Cobalt",-7.87547,7.76516,0.019051
28371,"Copper","Cobalt",26.18647,-10.58131,3.3132
28375,"Copper","Cobalt",138.28469,-17.78583,0.0828
28629,"Nickel","Cobalt",-74.93079,20.60979,0.2321
28652,"Cobalt","Cobalt",-6.911,30.518,0.03
28725,"Nickel","Cobalt",121.89354,-28.76913,0.135
28992,"Nickel","Cobalt",-62.09573,56.33024,0.0392
29179,"Nickel","Cobalt",26.97542,67.68559,0.02793
29191,"Cobalt","Cobalt",28.21028,-12.83944,0.152
29428,"Cobalt","Cobalt",-114.36266,45.13231,0.030549
29478,"Other","Cobalt",147.47223,-32.69118,0.02217
29556,"Nickel","Cobalt",139.084,-2.27637,0.052
29592,"Nickel","Cobalt",121.71611,-28.67722,0.0928
29601,"Nickel","Cobalt",146.774,-41.21855,0.011803
29668,"Cobalt","Cobalt",-116.74583,63.55,0.074249
29829,"Copper","Cobalt",25.43861,-10.69861,0.3415
29911,"Nickel","Cobalt",123.05745,-29.14276,0.023
30070,"Nickel","Cobalt",149.83267,-22.94832,0.044
30428,"Nickel","Cobalt",48.30255,-18.8604,0.20112
30466,"Cobalt","Cobalt",27.4398,-11.51357,0.071618
30481,"Nickel","Cobalt",121.13833,13.05333,0.38354
30600,"Cobalt","Cobalt",141.19674,-32.09101,0.0873
30696,"Nickel","Cobalt",121.18658,-30.14858,0.311
30807,"Nickel","Cobalt",117.89098,8.91879,0.037
30825,"Nickel","Cobalt",-128.86282,58.47856,0.345
30884,"Copper","Cobalt",27.00861,-11.16833,0.018296
30900,"Nickel","Cobalt",-96.72627,62.89523,0.0464
30969,"Copper","Cobalt",28.32583,-13.06861,0.013895
30976,"Nickel","Cobalt",148.91961,-9.54682,0.066
31000,"Nickel","Cobalt",148.05229,-34.17786,0.046
31089,"Nickel","Cobalt",121.60422,-4.23359,0.3442
31334,"Other","Cobalt",127.81111,-17.79389,0.0144
31466,"Nickel","Cobalt",128.95332,-26.05756,0.105753
31564,"Nickel","Cobalt",-80.90953,47.97596,0.0185
31679,"Nickel","Cobalt",120.05778,15.71083,0.03785
31715,"Nickel","Cobalt",-74.1375,61.420856,0.01867
31729,"Cobalt","Cobalt",144.93879,-19.01205,0.072157
31780,"Nickel","Cobalt",122.28738,-3.4627,0.12118
32081,"Nickel","Cobalt",30.0922,-5.90009,0.06
32184,"Nickel","Cobalt",-146.29058,63.27641,0.54431
32341,"Copper","Cobalt",139.38889,-19.47667,0.0212
32354,"Copper","Cobalt",-81.39866,46.63626,0.010188
33103,"Copper","Cobalt",25.92778,-10.65111,0.254
33340,"Copper","Cobalt",27.56361,-11.36417,0.069039
33499,"Nickel","Cobalt",101.78039,23.48131,0.0141
33832,"Nickel","Cobalt",-39.71144,-14.18902,0.0359
34100,"Copper","Cobalt",140.934087,-32.25667,0.0202
34141,"Cobalt","Cobalt",26.31218,-10.75918,0.244
34241,"Other","Cobalt",122.23318,-21.3016,0.013
34850,"Nickel","Cobalt",122.060489,-29.715142,0.0742
34939,"Other","Cobalt",123.7945,-29.986,0.0328
34949,"Cobalt","Cobalt",121.64513,-32.102,0.0405
35094,"Nickel","Cobalt",95.46243,54.89897,0.094673
35320,"Copper","Cobalt",25.97536,-10.77722,2.0876
35352,"Nickel","Cobalt",28.079,63.972,0.3
35448,"Nickel","Cobalt",-81.01907,48.2965,0.108239
35533,"Nickel","Cobalt",120.05396,15.77065,0.014
35597,"Nickel","Cobalt",147.74556,-8.78167,0.1453
35967,"Other","Cobalt",118.40869,-28.35189,0.023
36147,"Nickel","Cobalt",-49.41298,-7.99542,0.1136
36194,"Copper","Cobalt",25.375,-10.74278,0.494
36331,"Nickel","Cobalt",88.15068,69.25502,0.02633
36342,"Nickel","Cobalt",-80.97333,47.88028,0.0644
36347,"Nickel","Cobalt",33.85552,-2.49118,0.029243
36399,"Copper","Cobalt",27.58222,-11.63472,0.08261
36451,"Other","Cobalt",-111.90375,57.68711,0.058568
36705,"Other","Cobalt",29.19056,66.26917,0.011305
36715,"Nickel","Cobalt",15.38613,65.50999,0.0198
36928,"Copper","Cobalt",25.76917,-10.78417,0.3987
37465,"Copper","Cobalt",25.99528,-10.64,0.127
37522,"Nickel","Cobalt",118.25401,9.22227,0.0183
37532,"Other","Cobalt",140.52843,-20.3767,0.0117
37657,"Nickel","Cobalt",-41.96349,-8.4606,0.0347
38024,"Copper","Cobalt",27.01722,-11.17889,0.046
38132,"Copper","Cobalt",25.21661,-11.01911,0.054
38654,"Copper","Cobalt",25.80972,-10.78667,1.95
40074,"Other","Cobalt",-81.26033,47.92318,0.135
40831,"Nickel","Cobalt",41.21899,51.14126,0.0264
40844,"Nickel","Cobalt",-8.4994,7.75457,0.05956
41629,"Copper","Cobalt",25.90694,-10.66667,0.0682
52424,"Copper","Cobalt",-131.5882,58.20227,0.053977
52679,"Other","Cobalt",117.76318,-26.84258,0.1936
59703,"Other","Cobalt",-78.25431,48.17249,0.0125
60787,"Nickel","Cobalt",20.50133,41.09806,0.013209
67632,"Nickel","Cobalt",122.8602,-28.83722,0.0377
70845,"Nickel","Cobalt",38.54364,-10.10449,0.012117
78525,"Cobalt","Cobalt",27.28067,-11.77823,0.010369
78548,"Cobalt","Cobalt",13.72737,-17.84307,0.257
79101,"Nickel","Cobalt",118.67075,-32.77783,0.0113
80638,"Other","Cobalt",121.65464,-32.09801,0.0266
80993,"Cobalt","Cobalt",141.16238,-32.00658,0.021556
81026,"Nickel","Cobalt",122.23515,-2.94009,0.27
81602,"Copper","Cobalt",25.56316,-10.71226,0.048
81706,"Nickel","Cobalt",120.15,-26.5,0.0295
81935,"Copper","Cobalt",26.59831,-10.85755,0.016924
83111,"Other","Cobalt",-110.0277,45.41492,0.041322
83767,"Nickel","Cobalt",-51.19545,-6.49155,0.0366
84443,"Nickel","Cobalt",140.36829,-2.46688,0.041
84717,"Other","Cobalt",116.21078,-31.52158,0.096
86139,"Nickel","Cobalt",-81.33731,48.8276,0.5522
88428,"Nickel","Cobalt",-81.258,48.40377,0.0466
88557,"Nickel","Cobalt",123.19341,-29.92666,0.257
88718,"Copper","Cobalt",-70.08488,-26.45059,0.048534
88763,"Nickel","Cobalt",121.81975,-3.00026,0.807
88980,"Nickel","Cobalt",-81.57724,48.78755,0.289
89267,"Nickel","Cobalt",24.42053,68.09018,0.04
90732,"Nickel","Cobalt",-81.05944,48.86532,0.2173
91505,"Nickel","Cobalt",127.43873,-1.57734,0.0743
91671,"Nickel","Cobalt",127.51921,-1.4408,0.0136
91942,"Cobalt","Cobalt",29.53462,-25.37147,0.12
92534,"Nickel","Cobalt",121.78492,-2.87809,0.174
93172,"Copper","Cobalt",-91.8742,47.68251,0.022626
29166,"Lithium","Lithium",-78.19557,48.36207,0.0947515095215978
32016,"Lithium","Lithium",-95.43694,50.44323,0.0289131444496052
32088,"Lithium","Lithium",-93.35476,52.61476,0.399442638179285
32092,"Lithium","Lithium",-65.9907,43.98773,0.0552717138875987
32093,"Lithium","Lithium",-88.43012,50.35218,0.0487719461216907
33967,"Lithium","Lithium",121.64874,-31.87135,0.0599163957268927
36162,"Lithium","Lithium",-67.12,-24.0575,2.20157919182536
36265,"Lithium","Lithium",-73.93774,53.52101,0.908202508128193
36505,"Lithium","Lithium",-77.81559,48.41044,0.507315373896888
36506,"Lithium","Lithium",-99.71257,54.85151,0.0422183000464468
36750,"Lithium","Lithium",-118.06978,41.70883,12.4033441709243
36866,"Lithium","Lithium",19.33921,44.53707,1.19879238272178
36956,"Lithium","Lithium",-91.9592,49.4095,0.0173218764514631
37059,"Lithium","Lithium",-66.76168,-23.4654,4.7482108685555
37174,"Lithium","Lithium",121.43161,-31.0799,0.408732001857873
37194,"Lithium","Lithium",-68.47639,-26.88222,0.0986437529029261
37315,"Lithium","Lithium",-116.62268,54.10074,0.361820715281003
37316,"Lithium","Lithium",-76.15678,52.02036,0.138875986994891
37326,"Lithium","Lithium",116.06094,-33.85434,3.25127728750581
37384,"Lithium","Lithium",-68.385,-23.55,9.34045517882025
37452,"Lithium","Lithium",-76.99303,51.92481,0.0390153274500697
37468,"Lithium","Lithium",-74.89988,50.73002,0.377241058987459
37470,"Lithium","Lithium",-65.99121,-23.68466,0.044960520204366
37471,"Lithium","Lithium",-102.87293,23.4389,0.0455178820250813
37500,"Lithium","Lithium",118.91086,-21.01296,0.224338132837901
37507,"Lithium","Lithium",-75.85327,51.6797,0.341848583372039
37518,"Lithium","Lithium",-87.94573,49.29615,0.0351602415234556
37586,"Lithium","Lithium",-68.30736,-24.81373,1.52438457965629
37599,"Lithium","Lithium",-92.66102,49.8146,0.0399442638179285
37600,"Lithium","Lithium",-117.57931,37.77544,0.198327914537854
37603,"Lithium","Lithium",-81.34778,35.22361,0.569122155132373
37610,"Lithium","Lithium",-77.06465,52.2323,0.650255457501161
37611,"Lithium","Lithium",-66.94715,-25.34532,1.34781235485369
37612,"Lithium","Lithium",-67.04878,-25.3927,2.20869205759405
37614,"Lithium","Lithium",24.1425,63.62083,0.110560148629819
37624,"Lithium","Lithium",-66.64726,-23.42685,4.61588481189039
37627,"Lithium","Lithium",-117.58133,37.72229,0.0408732001857873
37725,"Lithium","Lithium",-91.68395,50.93734,0.11434277751974
38320,"Lithium","Lithium",-109.15911,29.71327,1.65443567115653
38460,"Lithium","Lithium",14.99393,46.83405,0.0599163957268927
38474,"Lithium","Lithium",116.18843,26.75391,0.0187645146307478
38538,"Lithium","Lithium",83.96432,31.34934,0.304300975383186
38543,"Lithium","Lithium",94.06972,37.39523,0.0909242916860195
38547,"Lithium","Lithium",101.31667,30.33333,0.188509057129587
38553,"Lithium","Lithium",27.38641,-7.32649,6.26567580120762
38557,"Lithium","Lithium",31.42657,-19.96262,0.542034370645611
38700,"Lithium","Lithium",-69.06693,-26.9145,0.542034370645611
38736,"Lithium","Lithium",-94.58258,50.266,0.0960534138411519
39374,"Lithium","Lithium",-87.99603,49.44318,0.0628425452856479
40251,"Lithium","Lithium",-66.79067,-23.75738,1.12215513237343
40307,"Lithium","Lithium",13.76692,50.72511,1.39795633999071
41737,"Lithium","Lithium",29.40669,-20.03851,0.0611365536460752
50510,"Lithium","Lithium",118.92167,-20.66639,0.344300046446818
51956,"Lithium","Lithium",118.90798,-21.04991,2.65490013934046
52372,"Lithium","Lithium",-66.81628,-25.09077,2.83719461216907
52581,"Lithium","Lithium",-68.32159,-23.64182,1.72271249419415
59768,"Lithium","Lithium",-118.05924,42.04162,4.03437064561078
65864,"Lithium","Lithium",-113.502,62.58,0.235020901068277
77055,"Lithium","Lithium",-117.41257,37.43619,1.33880956804459
77208,"Lithium","Lithium",-7.95979,11.34653,1.33978634463539
77458,"Lithium","Lithium",31.40894,-17.77421,0.507734139183929
77505,"Lithium","Lithium",-117.52684,37.7434,1.25282489549466
77513,"Lithium","Lithium",17.87844,-23.93484,0.0614621458430098
77514,"Lithium","Lithium",-117.85253,37.81491,0.767656293543892
77553,"Lithium","Lithium",-117.50934,37.77485,0.818508128193219
77559,"Lithium","Lithium",-6.33674,39.45948,0.315838365071993
77631,"Lithium","Lithium",-117.0349,37.21703,2.15329958197863
77779,"Lithium","Lithium",120.55802,-27.46948,0.921597770552717
77966,"Lithium","Lithium",14.88437,-21.21548,0.0247468648397585
78022,"Lithium","Lithium",-7.59389,11.33796,0.162981885740827
78031,"Lithium","Lithium",-68.66513,-27.36413,1.60216535067348
78109,"Lithium","Lithium",-66.99009,-24.20374,0.137319089642359
78206,"Lithium","Lithium",130.73987,-12.67849,0.0269391546679052
78244,"Lithium","Lithium",119.74667,-32.08393,1.13980492336275
78420,"Lithium","Lithium",27.40828,-7.31977,0.033302368787738
78512,"Lithium","Lithium",118.67426,-21.19096,0.995819786344635
78556,"Lithium","Lithium",13.79179,50.7394,0.762703204830469
78568,"Lithium","Lithium",-67.17265,-24.1127,0.13421272642824
78577,"Lithium","Lithium",-72.48467,53.29997,0.414695773339526
78645,"Lithium","Lithium",-81.28475,35.39446,0.220622387366465
78657,"Lithium","Lithium",-67.42899,-26.49883,2.08100882489549
78659,"Lithium","Lithium",-113.33924,34.56688,0.0348351137947051
78963,"Lithium","Lithium",-7.76348,41.60482,0.19131444496052
78973,"Lithium","Lithium",-113.93655,51.77696,1.16990060380864
79165,"Lithium","Lithium",-7.3401,40.43062,0.0236878773803994
79236,"Lithium","Lithium",-66.98187,-25.22556,0.297259637714817
79424,"Lithium","Lithium",-109.73452,38.5685,0.282210868555504
79584,"Lithium","Lithium",-1.175696,5.248615,0.211333023687877
79614,"Lithium","Lithium",119.58681,-31.76566,0.0397956339990711
79927,"Lithium","Lithium",122.04717,-32.03327,0.0673478866697631
80026,"Lithium","Lithium",-117.54459,37.71199,0.392940083604273
80111,"Lithium","Lithium",-68.19351,-24.99112,0.207617278216442
80115,"Lithium","Lithium",-66.81781,-24.69897,4.08851602415235
80589,"Lithium","Lithium",-113.56947,34.70922,0.0603808639108221
81969,"Lithium","Lithium",-8.29553,42.41515,0.0251504876915931
82692,"Lithium","Lithium",-67.14368,-25.47594,1.47620436600093
82881,"Lithium","Lithium",-41.90227,-16.74117,1.15476079888528
83002,"Lithium","Lithium",98.39456,8.30556,0.0308871342313052
83014,"Lithium","Lithium",-117.27217,38.15412,1.87412912215513
83068,"Lithium","Lithium",-93.55148,33.23241,0.421941012540641
83904,"Lithium","Lithium",8.20776,49.35122,5.47156711565258
84909,"Lithium","Lithium",-67.12411,-25.03672,0.941941477008825
87450,"Lithium","Lithium",-67.70972,-24.77014,0.773473293079424
87489,"Lithium","Lithium",119.84909,-21.07656,0.0836042731072921
87696,"Lithium","Lithium",-67.6086,-24.32172,0.0859266140269391
88127,"Lithium","Lithium",-42.12079,-16.13189,0.440733859730608
88362,"Lithium","Lithium",-66.62877,-23.54439,0.613114723641431
88726,"Lithium","Lithium",-117.3087,38.09889,0.123982814677195
88782,"Lithium","Lithium",-67.02077,-24.47854,0.143056200650255
88897,"Lithium","Lithium",93.67586,37.99026,0.473762192289828
88960,"Lithium","Lithium",84.07798,31.99862,0.404810961449141
89282,"Lithium","Lithium",-41.90331,-16.78467,0.425483511379471
89287,"Lithium","Lithium",111.89941,25.22132,0.155928007431491
89467,"Lithium","Lithium",-4.87322,50.37828,0.0568509057129587
89508,"Lithium","Lithium",122.53447,-30.87643,0.238736646539712
89580,"Lithium","Lithium",116.2784,-24.5152,0.107292150487692
89585,"Lithium","Lithium",101.81148,31.74557,0.0517882025081282
89588,"Lithium","Lithium",-114.55669,41.68686,2.0901068276823
89591,"Lithium","Lithium",-117.42631,38.12123,1.16767301439851
89716,"Lithium","Lithium",-103.57706,43.70787,0.0106939154667905
90024,"Lithium","Lithium",-117.2243,54.97925,1.49590710636321
90112,"Lithium","Lithium",-103.60603,49.04,1.22015791918254
90473,"Lithium","Lithium",-42.11307,-16.12676,0.0911017185322805
90669,"Lithium","Lithium",-103.09729,49.65969,0.266357640501626
91034,"Lithium","Lithium",39.0205,5.45496,0.315838365071993
91065,"Lithium","Lithium",27.05284,-18.32581,0.105805852299118
91070,"Lithium","Lithium",-72.17188,53.61722,0.261495587552253
91300,"Lithium","Lithium",-117.39572,54.48275,0.0434194147700882
91333,"Lithium","Lithium",-68.42526,-26.9,0.357933581049698
91458,"Lithium","Lithium",-117.47683,37.77667,0.433771017185323
91495,"Lithium","Lithium",-68.31825,-21.22609,0.270784951230841
91648,"Lithium","Lithium",-4.80741,50.37909,0.400836042731073
91856,"Lithium","Lithium",-103.12544,49.19266,0.477556897352531
91863,"Lithium","Lithium",2.94965,46.18255,1.73478866697631
91921,"Lithium","Lithium",36.95744,67.98019,0.3921040408732
92966,"Lithium","Lithium",-67.4633,-25.32553,1.79098931723177
92976,"Lithium","Lithium",18.85374,44.63587,0.343241987923827
93155,"Lithium","Lithium",-117.37318,38.12153,2.83320622387366
93750,"Lithium","Lithium",101.19966,30.35819,0.459637714816535
