"Scenario","country","delta_water","delta_profit","delta_revenue","gdp_share","GDP","Region","share_gdp_bin"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Germany",-0.556897339225303,-1.21328419679441,-1.21328419679441,0,4685592577804.69,"Europe","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Ghana",0,0,0,0,82308110386.4641,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Greece",-0.645551751685471,-0.293166505932303,-0.293166505932303,0.000194293359106202,256238371778.118,"Europe","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Guatemala",0,0,0,0,113199581158.203,"Latin America","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Guinea",0,0,0,0,25008678293.4084,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","India",3.5527136788005e-15,-0.161996794880483,-0.161996794880483,0.000114598761111907,3909891533858.08,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Indonesia",0.0314092398966892,-3.40309641403763,-3.40309641403763,0.00692430381350141,1396300098190.97,"Asia & Oceania","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Iran",-135.173471660578,-29.8811946545676,-29.8811946545676,0.00546825288930409,475252089215.416,"Middle East & Africa","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Kazakhstan",-4.81027138480613,-1.02087988849402,-1.02087988849402,0.0217680659022913,291480274648.826,"Asia & Oceania","1–5%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Laos",-0.0859351996559132,-0.466601348544669,-0.466601348544669,0.0181005692570987,16502933121.3379,"Asia & Oceania","1–5%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Madagascar",-0.00603618559063743,-0.333806920664018,-0.333806920664018,0.027912884451747,17420501490.1231,"Middle East & Africa","1–5%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Malaysia",0,0,0,0,422227005428.688,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Mali",0.347060930310102,3.49512945947961,3.49512945947961,0.0143065474604056,26794747239.8805,"Middle East & Africa","1–5%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Mauritania",0,0,0,0,10908045686.8808,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Mexico",-624.580769624346,-183.333294208969,-183.333294208969,0.00346151811656843,1856365616165.94,"Latin America","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Mongolia",-1.81706048639896,-0.4204391523987,-0.4204391523987,0.194165821781726,23794540024.5132,"Asia & Oceania","10–20%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Morocco",-1.01456179046899,-0.954901343945275,-0.954901343945275,0.00181328874062951,160610994054.734,"Middle East & Africa","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Myanmar",0,0,0,0,74068349523.8095,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Namibia",-0.715779895137592,-0.513175980611807,-0.513175980611807,0.00235219792654755,13372354511.716,"Middle East & Africa","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","New Caledonia",-0.0723691085739939,-4.59997624655861,-4.59997624655861,0.142333648202815,8548919387.12607,"Asia & Oceania","10–20%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","North Macedonia",-0.28222177131886,-0.107536494206897,-0.107536494206897,0.00587380217065179,16951682245.4202,"Europe","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Norway",0.014633180202079,0.240194950390565,0.240194950390565,0,483592648313.301,"Europe","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Oman",0,0,0,0.000769523998252776,107137198769.386,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Pakistan",-139.543882488053,-30.5960679637547,-30.5960679637547,0,371570000121.266,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Panama",-0.00311467121465802,-0.132328413053174,-0.132328413053174,0,86523959131.7472,"Latin America","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Papua New Guinea",0,-0.0345157495239778,-0.0345157495239778,0.0321549951872749,31800428265.5246,"Asia & Oceania","1–5%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Peru",-136.526937905922,-34.1408906579818,-34.1408906579818,0.0817722869885143,289221969062.941,"Latin America","5–10%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Philippines",-7.04101492956182,-0.0879505609697731,-0.0879505609697731,0.00312566398552816,461617509782.355,"Asia & Oceania","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Poland",0.0124246535442101,0.0150356681530468,0.0150356681530468,0.00440305874468969,917767106146.761,"Europe","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Portugal",-0.336485416769127,-0.183536749218224,-0.183536749218224,0.00126968331131275,313271185085.102,"Europe","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Romania",0,0,0,3.65942703321456e-05,382564217988.866,"Europe","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Russia",2.0130157048543,-0.352159010048922,-0.352159010048922,0.00607000587840448,2173835806671.66,"Europe","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Saudi Arabia",-0.00343322184161288,-0.0455343035785623,-0.0455343035785623,0.00043969860683097,1239804533333.33,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Serbia",1.77635683940025e-15,-0.558319406927815,-0.558319406927815,0.0320491188696238,90097765959.1114,"Europe","1–5%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","South Africa",-1.78174902295296,-2.68904169367858,-2.68904169367858,0.00173607407376226,401144998373.585,"Middle East & Africa","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Spain",-0.0593036287779398,-0.290794498299395,-0.290794498299395,0.000612165528512989,1725671652742.19,"Europe","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Sudan",6.5442525382359,2.75668357096092,2.75668357096092,0,49672435513.1126,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Sweden",0.0191425895050904,0.487287520072435,0.487287520072435,0.00136967872387163,603715224265.798,"Europe","0.1–1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Tanzania",-3.38233377151418,15.7552141162081,15.7552141162081,0.000176802854274833,78844405385.2195,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Thailand",0,0,0,0,526517658841.684,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Türkiye",-6.48209386675492,-0.7324551259654,-0.7324551259654,6.90705134928027e-05,1359123768774.12,"Europe","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","United Kingdom",-0.102194579021225,-0.786387627781204,-0.786387627781204,0,3686033044482.13,"Europe","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","USA",-284.922989018489,108.014389451436,108.014389451436,0.000425207246432204,28750956130731.2,"North America","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Venezuela",0,-0.00964536999660381,-0.00964536999660381,0,119802963257.783,"Latin America","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Vietnam",0,-0.00428525106956767,-0.00428525106956767,0.000105092309555033,476388230307.175,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Zambia",0.0255081983111047,-1.77685489953862,-1.77685489953862,0.276870363544636,25303185342.2511,"Middle East & Africa",">20%"
"bold('+5% Cost + Water Desalination at $0.5/m'^3)","Zimbabwe",-0.0479604604530783,0.627521557167025,0.627521557167025,0.0342595291983705,41539411516.4448,"Middle East & Africa","1–5%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Albania",-9.0205620750794e-17,-0.00879583905308268,-0.00879583905308268,0,27046429296.6673,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Angola",0,0,0,0,100998916781.079,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Argentina",-40.0682198545884,-5.05372309035363,-5.05372309035363,0.00185244958238528,638365455340.04,"Latin America","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Armenia",-122.85600005129,-15.117208958759,-15.117208958759,0.0260864745327443,25955275380.0321,"Europe","1–5%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Australia",-52.728933981139,-27.6410813225017,-27.6410813225017,0.00749551897472183,1757022451652.83,"Asia & Oceania","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Austria",-0.00331719024778757,-0.0530622218823938,-0.0530622218823938,0,534790720466.822,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Azerbaijan",-0.985469336669572,-0.217154913069332,-0.217154913069332,0.00106047735480625,74315882352.9412,"Europe","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Bolivia",-0.0101649908434972,-0.100336911877933,-0.100336911877933,0,54881327452.9667,"Latin America","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Botswana",-3.5527136788005e-15,-0.171979278850603,-0.171979278850603,0.0660125434244523,19402063512.9066,"Middle East & Africa","5–10%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Brazil",-10.0973008607185,-0.573390496956449,-0.573390496956449,0.00289259774434687,2185821648943.86,"Latin America","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Bulgaria",0,-0.318646164780643,-0.318646164780643,0.00125518428516237,113343355779.985,"Europe","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Canada",0.240780081509152,0.593683737152389,0.593683737152389,0.00248591080926174,2243636826633.76,"North America","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Chile",-1207.30427618796,259.153142385451,259.153142385451,0.177877324749902,330267137371.592,"Latin America","10–20%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","China",-26.152207584719,-8.34986177361242,-8.34986177361242,0.000806223591324593,18743803170827.2,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Colombia",-0.0905763226303163,0.537396020517527,0.537396020517527,0.00134523865530147,418818154879.271,"Latin America","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Côte d'Ivoire",0,0,0,0,87113179149.284,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Cuba",-0.0139580309717922,-0.164629430841913,-0.164629430841913,0.00629074310313668,1.07352e+11,"Latin America","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Czechia",-0.668030088954165,-1.17521806916141,-1.17521806916141,0,347034062928.479,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Dem. Rep. Congo",-14.5711089344003,-6.61785663740477,-6.61785663740477,0.360681142750599,70962185790.7094,"Middle East & Africa",">20%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Dominican Republic",0.01615516456038,-0.292903653912498,-0.292903653912498,0.000640933561879245,124282245638.568,"Latin America","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Ecuador",0,-0.480341182802654,-0.480341182802654,0.00958363453860153,124676074700,"Latin America","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Eritrea",-1.77635683940025e-15,-0.120133438882294,-0.120133438882294,0.213327317301843,2065001626.01626,"Middle East & Africa",">20%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Ethiopia",-0.758133719506493,-0.461013644691566,-0.461013644691566,0,149740297952.986,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Finland",-0.0165076941836064,0.0437595417354544,0.0437595417354544,0.00305718601833225,298696961297.656,"Europe","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","France",-0.260443291663397,-1.16742584927404,-1.16742584927404,0,3160442622465.08,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Georgia",-1.06581410364015e-14,-4.66293670342566e-15,-4.66293670342566e-15,0,34189423544.9955,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Germany",-0.556897339225303,-1.21328419679441,-1.21328419679441,0,4685592577804.69,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Ghana",0,0,0,0,82308110386.4641,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Greece",-0.645551751685471,-0.293166505932303,-0.293166505932303,0.000194293359106202,256238371778.118,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Guatemala",0,0,0,0,113199581158.203,"Latin America","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Guinea",0,0,0,0,25008678293.4084,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","India",0,-0.161996794880508,-0.161996794880508,0.000114598761111907,3909891533858.08,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Indonesia",0.0313885353525905,-3.21993377131611,-3.21993377131611,0.00692430381350141,1396300098190.97,"Asia & Oceania","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Iran",-135.173471660578,-29.8811946545676,-29.8811946545676,0.00546825288930409,475252089215.416,"Middle East & Africa","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Kazakhstan",-4.81027138480613,-1.02087988849402,-1.02087988849402,0.0217680659022913,291480274648.826,"Asia & Oceania","1–5%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Laos",-0.813991464305017,-0.503582438589934,-0.503582438589934,0.0181005692570987,16502933121.3379,"Asia & Oceania","1–5%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Madagascar",-0.00603618559063739,-0.333806920664014,-0.333806920664014,0.027912884451747,17420501490.1231,"Middle East & Africa","1–5%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Malaysia",0,0,0,0,422227005428.688,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Mali",0.347060930310102,3.49512945947961,3.49512945947961,0.0143065474604056,26794747239.8805,"Middle East & Africa","1–5%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Mauritania",0,0,0,0,10908045686.8808,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Mexico",-623.912573232354,-182.987012231573,-182.987012231573,0.00346151811656843,1856365616165.94,"Latin America","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Mongolia",-1.87051127298849,-0.463851296451907,-0.463851296451907,0.194165821781726,23794540024.5132,"Asia & Oceania","10–20%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Morocco",-1.01456179046899,-0.954901343945275,-0.954901343945275,0.00181328874062951,160610994054.734,"Middle East & Africa","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Myanmar",-0.0159598420745238,0,0,0,74068349523.8095,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Namibia",-0.715779895137592,-0.513175980611807,-0.513175980611807,0.00235219792654755,13372354511.716,"Middle East & Africa","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","New Caledonia",-0.0723691085739935,-4.5999762465586,-4.5999762465586,0.142333648202815,8548919387.12607,"Asia & Oceania","10–20%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","North Macedonia",-0.28222177131886,-0.107536494206897,-0.107536494206897,0.00587380217065179,16951682245.4202,"Europe","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Norway",0.0390218138722105,0.766541033650981,0.766541033650981,0,483592648313.301,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Oman",0,0,0,0.000769523998252776,107137198769.386,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Pakistan",-139.543882488053,-30.5960679637547,-30.5960679637547,0,371570000121.266,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Panama",-0.00311467121465802,-0.132328413053174,-0.132328413053174,0,86523959131.7472,"Latin America","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Papua New Guinea",0,-0.0345157495239778,-0.0345157495239778,0.0321549951872749,31800428265.5246,"Asia & Oceania","1–5%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Peru",-135.384258922316,-32.8591667469099,-32.8591667469099,0.0817722869885143,289221969062.941,"Latin America","5–10%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Philippines",-7.04101492956182,-0.0185334632534477,-0.0185334632534477,0.00312566398552816,461617509782.355,"Asia & Oceania","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Poland",0.0124246535442101,0.000322785246339663,0.000322785246339663,0.00440305874468969,917767106146.761,"Europe","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Portugal",-0.336485416769127,-0.183536749218225,-0.183536749218225,0.00126968331131275,313271185085.102,"Europe","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Romania",0,0,0,3.65942703321456e-05,382564217988.866,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Russia",2.01309475293677,-0.343154888208403,-0.343154888208403,0.00607000587840448,2173835806671.66,"Europe","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Saudi Arabia",-0.00343322184161288,-0.0402528555561101,-0.0402528555561101,0.00043969860683097,1239804533333.33,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Serbia",1.77635683940025e-15,-0.558319406927815,-0.558319406927815,0.0320491188696238,90097765959.1114,"Europe","1–5%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","South Africa",-1.78174902295296,-2.68904169367858,-2.68904169367858,0.00173607407376226,401144998373.585,"Middle East & Africa","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Spain",-0.0593036287779434,-0.290794498299402,-0.290794498299402,0.000612165528512989,1725671652742.19,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Sudan",6.92564088465181,3.055437556902,3.055437556902,0,49672435513.1126,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Sweden",0.0191425895050904,0.49670925299904,0.49670925299904,0.00136967872387163,603715224265.798,"Europe","0.1–1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Tanzania",-1.97768471197903,15.7915799325355,15.7915799325355,0.000176802854274833,78844405385.2195,"Middle East & Africa","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Thailand",0,0,0,0,526517658841.684,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Türkiye",-6.48209386675492,-0.7324551259654,-0.7324551259654,6.90705134928027e-05,1359123768774.12,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","United Kingdom",-0.102194579021225,-0.786387627781204,-0.786387627781204,0,3686033044482.13,"Europe","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","USA",-263.823520855324,107.86433421323,107.86433421323,0.000425207246432204,28750956130731.2,"North America","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Venezuela",0,-0.00964536999660381,-0.00964536999660381,0,119802963257.783,"Latin America","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Vietnam",-0.0319539673214373,-0.002070169598825,-0.002070169598825,0.000105092309555033,476388230307.175,"Asia & Oceania","<0.1%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Zambia",-12.677799534504,-1.83325799772655,-1.83325799772655,0.276870363544636,25303185342.2511,"Middle East & Africa",">20%"
"bold('+5% Cost + Desal. $0.5/m'^3~'+ Protect Fish > 70')","Zimbabwe",-4.66282486046114,0.596867779684452,0.596867779684452,0.0342595291983705,41539411516.4448,"Middle East & Africa","1–5%"
